X1,status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
7278,0,0.72,0,2.39,3.99,3.16,19.69,1.97,0.02,0,0.47,0.31,0.19,5.13,0.05,0.08,0,0,0,1,155,93,68,1930,2890
7279,0,4.37,0,1.23,1.41,0.79,5.63,-10.95,-0.06,-0.36,0.83,0.74,-0.09,-10.18,-0.07,-0.08,1,1,1,1,180,0,0,1929,1413
7280,0,3.38,1.54,1.3,0.7,0.63,0.82,3.46,0.03,0.09,0.48,0.41,0.29,10.49,0.2,0.23,0,0,1,0,24,99,0,1928,1107
7281,0,3.44,0,1.29,1.41,1.28,52.97,75.44,0.05,0.14,2.74,2.73,0.01,76.41,0.02,0.02,0,0,1,0,12,0,0,1928,4671
7282,0,72,0.01,1.01,1.01,0.76,15.99,41.08,0,0.28,0.38,0.66,0.04,41.81,0.02,0.01,0,0,1,0,240,573,10,1928,4778
7283,0,0.37,0,3.74,3.7,1.65,68.56,113.59,0.35,0.45,2.18,1.63,0.01,116.28,0.16,0.22,0,0,1,0,91,43,31,1925,4669
7284,0,0.84,0.68,2.19,1.26,0.51,1.05,1.47,0,0,0.37,0.21,0.59,92.52,0.23,0.4,0,0,1,0,117,26,31,1925,3299
7286,0,0.73,0.16,2.36,0.77,0.73,0.92,68.12,0.34,0.39,1.44,1.43,0.01,85.39,0.29,0.3,0,0,1,0,3,23,29,1924,5510
7287,0,3.87,0,1.26,0.74,0.49,0.84,2.76,0.03,0.07,0.53,0.48,0.36,9.59,0.2,0.22,0,0,1,0,73,0,134,1924,2550
7288,0,10.48,0,1.1,0.9,0.89,0.78,12.92,0.02,0.05,0.97,0.97,0.08,69.69,0.1,0.1,0,0,1,0,3,48,109,1924,1812
7289,0,8.16,1.88,1.12,1.23,1.01,2.17,1.12,0.01,0,0.62,0.48,0.89,3.36,0.06,0.08,0,0,1,0,93,177,0,1923,111
7290,0,19.57,0,1.05,1.03,0.85,1.29,1.48,0.02,0.04,0.97,0.9,0.68,9.15,0.1,0.11,0,0,1,0,60,0,0,1922,1310
7291,0,18.01,0.04,1.06,1.06,0.48,1.58,3.87,0.02,0.19,1.29,1.3,0.17,12.4,0.04,0.04,0,0,0,0,141,174,86,1922,1420
7292,0,4.8,0.64,1.21,1.5,1.5,9.08,16.86,0.01,0.04,2.18,2.17,0.06,87.63,0.02,0.02,0,0,1,0,0,98,71,1922,4723
7294,0,0.2,0,6.04,6.68,6.49,3.82,171.92,0.27,0.24,0.62,0.6,0,215.68,0.11,0.11,0,0,0,0,13,27,128,1921,4647
7295,0,4.15,1.25,1.24,1.29,0.9,7.08,1.28,0.03,0.01,0.79,0.79,0.78,1.39,0.04,0.04,0,0,1,0,135,194,240,1921,4674
7296,0,0.27,0.24,4.64,3.03,3.03,1.05,-0.16,0.02,0.01,0.06,0.06,0.54,3.32,0.56,0.58,1,0,0,0,0,25,42,1920,6820
7297,0,0.74,0.09,2.36,2.13,1.24,2.84,0.83,0.01,-0.02,1.42,1.34,1.2,5.16,0.02,0.02,0,1,1,1,83,54,85,1919,4646
7298,0,7.16,3.07,1.14,0.54,0.54,0.71,3.84,0.05,0.25,0.93,0.83,0.26,6.78,0.1,0.11,0,0,1,0,0,132,79,1919,4941
7299,0,1.37,0,1.73,2.69,2.66,2.61,50.05,0.12,0.22,0.68,0.64,0.02,75.61,0.27,0.29,0,0,1,0,4,0,124,1919,2840
7300,0,37.07,23.7,1.03,1.01,1.01,1.21,1.58,0.06,0.45,2.29,2.29,0.63,1.76,0.03,0.03,0,0,1,0,0,48,137,1917,2222
7301,0,1.22,0.3,1.82,1.67,1.6,2,9.56,0.09,0.12,4.34,4.34,0.1,19.88,0.04,0.04,0,0,1,0,2,22,3,1917,4711
7302,0,3.07,0.14,1.33,1.82,0.81,9.13,36.7,0.06,0.13,1.97,1.96,0.03,47.84,0.04,0.04,0,0,1,0,98,80,43,1917,2892
7303,0,15.64,0,1.06,1.09,0.41,1.39,1.32,0.03,0.06,0.72,0.75,0.76,1.61,0.06,0.05,0,0,1,0,262,0,131,1916,2822
7304,0,21.23,2.04,1.05,1.08,0.3,13.49,-2.35,-0.01,-0.46,0.54,0.17,-0.43,-2.19,-0.02,-0.08,1,1,1,1,483,162,91,1916,4120
7305,0,1.08,0.37,1.93,1.9,1.88,1.83,27.59,0.1,0.14,1.04,0.98,0.04,42.58,0.15,0.15,0,0,1,0,3,81,73,1915,1073
7306,0,5.87,2.3,1.17,0.97,0.97,0.98,2.83,0.02,0.05,1.7,1.6,0.35,23.2,0.09,0.1,0,0,1,0,0,66,75,1915,4941
7307,0,9.8,1.92,1.1,1.6,0.5,2.01,0.61,0.02,-0.12,0.43,0.39,1.63,3.12,0.18,0.2,0,1,1,1,423,71,146,1913,2363
7308,0,9.07,0,1.11,1.09,1.09,4.21,9.04,0.01,0.03,1.2,0.36,0.11,12.65,0.01,0.05,0,0,1,0,0,0,0,1913,5911
7309,0,2.98,0.73,1.34,1.44,1.44,9.27,55.46,0.11,0.28,2.06,2.06,0.02,59.64,0.06,0.06,0,0,1,0,0,74,140,1912,4677
7310,0,6.05,1.2,1.17,1.37,1.36,1.51,11.09,0.02,0.06,1.3,1.3,0.09,63.93,0.1,0.1,0,0,1,0,1,99,118,1910,6201
7311,0,4.76,2.36,1.21,1.2,0.76,1.32,2.76,0.03,0.07,0.43,0.42,0.36,4.64,0.11,0.12,0,0,1,0,206,158,302,1909,1623
7312,0,0.65,0,2.54,2.43,2.43,7.24,511.11,0.34,0.38,4.34,4.33,0,558.36,0.09,0.09,0,0,1,0,0,17,0,1908,5520
7313,0,0.27,0,4.71,3.82,2.88,3.43,177.17,0.04,0.02,0.78,0.78,0.01,251.32,0.07,0.07,0,0,1,0,89,23,133,1908,4641
7314,0,0.88,0,2.14,1.37,1.29,1.24,39.97,0.14,0.16,1.08,1.03,0.03,61.81,0.2,0.21,0,0,1,0,10,0,89,1907,3100
7315,0,2.62,0.09,1.38,1.82,1.82,11.48,102.82,0.3,0.85,2.94,2.8,0.01,106.16,0.11,0.11,0,0,1,0,0,9,99,1907,2591
7316,0,32.81,0,1.03,0.95,0.95,0.72,11.27,0.04,0.33,1.89,1.8,0.09,17.51,0.04,0.04,0,0,1,0,0,141,114,1907,4120
7317,0,0.16,0,7.16,7.79,7.79,17.97,70.88,0.19,0.16,0.25,0.25,0.01,72.25,0.77,0.77,0,0,1,0,0,2,87,1906,7730
7318,0,2.1,0,1.48,1.59,1.05,3.19,17.02,0.08,0.16,1.35,1.31,0.06,23.47,0.08,0.08,0,0,1,0,79,0,0,1905,3250
7319,0,28.57,4.1,1.04,2.31,1.1,16.17,1.94,0.02,0.16,1.08,1.02,0.52,3.43,0.04,0.04,0,0,1,0,169,0,108,1904,2822
7320,0,6.47,0,1.15,1.3,1.18,1.59,4.92,0.01,0,2.08,2.01,0.2,36.99,0.04,0.05,0,0,1,0,12,0,0,1902,4520
7321,0,10.45,0.88,1.1,1.09,0.95,1.9,6.25,0.03,0.2,1.51,1.38,0.16,10.78,0.04,0.04,0,0,1,0,29,153,156,1900,2511
7322,0,0.29,0.21,4.39,0.46,0.22,0.94,5.17,0.03,0.02,0.06,0.05,0.18,5.36,0.43,0.47,0,0,1,0,166,20,0,1900,4120
7323,0,2.19,0.65,1.46,1.64,1.64,21.34,44.42,0.11,0.22,1.32,1.3,0.02,46.64,0.09,0.09,0,0,1,0,0,43,196,1900,7311
7324,0,0.94,0.06,2.07,2.68,2.68,2.17,38.64,0.19,0.25,1.18,1.15,0.03,50.55,0.21,0.21,0,0,1,0,0,21,89,1899,8553
7325,0,3.91,2.38,1.26,1.17,0.3,1.12,2.8,0.03,0.09,0.59,0.54,0.35,5.72,0.11,0.12,0,0,1,0,206,71,35,1899,1102
7326,0,1.91,0,1.52,2.54,1.96,3.48,94.64,0.11,0.23,1.39,1.3,0.01,145.45,0.13,0.14,0,0,1,0,48,0,0,1899,2573
7327,0,3.22,0,1.31,1.75,0.46,8.74,19.51,0.06,0.17,2.29,2.28,0.05,24.04,0.03,0.03,0,0,1,0,111,81,20,1899,4752
7328,0,2.1,0.05,1.48,1.15,1.15,1.4,10.14,0.02,0,0.78,0.72,0.1,32.93,0.07,0.07,0,0,1,0,0,284,290,1898,4939
7329,0,1.6,0.65,1.63,2.42,1.61,1.8,52.72,0.22,0.41,1.27,1.25,0.02,72.08,0.24,0.24,0,0,1,0,55,35,80,1898,2593
7330,0,2.39,1.77,1.42,1.59,0.76,147.2,0.85,0.02,0.01,1.11,1.04,0.77,0.89,0.02,0.02,0,0,1,0,171,16,0,1898,2229
7331,0,6.46,0.39,1.15,0.81,0.81,0.56,35.54,0.14,0.71,1.98,1.98,0.03,52.57,0.1,0.1,0,0,1,0,0,67,93,1896,8690
7332,0,5.12,1.87,1.2,0.52,0.41,0.54,1.25,0.06,0.03,0.83,0.83,0.79,3.86,0.22,0.22,0,0,1,0,30,123,98,1896,8292
7333,0,0.57,0,2.76,2.86,2.83,3.74,25.22,0.08,0.04,1.32,1.29,0.04,35.99,0.08,0.08,0,0,1,0,2,11,6,1896,9200
7334,0,0.25,0,4.93,5.69,4.96,5.19,29.56,0.03,0.03,0.37,0.37,0.03,32.41,0.09,0.09,0,0,0,0,104,0,42,1896,8623
7335,0,0.19,0,6.18,2.24,2.24,1.3,181.42,0.03,0.03,0.41,0.41,0.01,257.76,0.1,0.1,0,0,1,0,0,30,192,1895,7740
7336,0,0.14,0.05,7.92,7.52,7.44,2.28,124.32,0.11,0.08,0.5,0.5,0.01,140.42,0.23,0.23,0,0,0,0,5,52,84,1895,1410
7338,0,9.85,4.87,1.1,1.07,0.94,1.24,2.27,0.07,0.16,1.09,1.03,0.44,3.35,0.09,0.09,0,0,1,0,31,75,177,1895,4322
7339,0,0.91,0.15,2.1,2.73,2.34,1.91,-1.22,-0.15,-0.29,0.42,0.45,-0.01,20.71,0.06,0.06,1,1,1,1,73,54,294,1894,1083
7340,0,2.17,0,1.46,0.68,0.63,0.73,6.46,0.08,0.15,2.1,2.08,0.15,6.78,0.04,0.04,0,0,1,0,5,0,44,1894,4730
7341,0,2.95,0.99,1.34,1.23,1.07,1.52,3.25,0.03,0.05,1.05,1.03,0.31,4.33,0.03,0.03,0,0,1,0,33,118,188,1894,4322
7342,0,2.8,0,1.36,2.38,1.12,2.2,18.51,0.07,0.16,1.17,1.13,0.05,32.58,0.1,0.1,0,0,1,0,111,0,31,1893,4759
7343,0,9.76,2.82,1.1,1.05,0.78,1.4,2.24,0.06,0.23,1.27,1.27,0.45,2.92,0.06,0.06,0,0,1,0,67,166,0,1892,4676
7344,0,6.16,0.23,1.16,0.76,0.71,0.47,20,0.04,0.18,0.88,0.88,0.05,35.57,0.08,0.08,0,0,1,0,17,317,83,1891,1511
7345,0,85.34,23.09,1.01,0.93,0.87,0.62,1.2,0.02,0.22,1.27,1.24,0.77,2.58,0.02,0.02,0,0,1,0,15,192,156,1890,7022
7346,0,16.52,10.51,1.06,1.72,1.58,3.48,-1.13,-0.03,-1.12,1.79,1.79,-0.88,0.07,0,0,1,1,1,1,15,43,29,1889,4759
7347,0,11.33,1.04,1.09,1.71,0.49,22.36,20.84,0.03,0.19,3.26,2.55,0.05,22.57,0.01,0.01,0,0,1,0,78,42,20,1889,4511
7349,0,3.41,1.66,1.29,0.99,0.94,0.97,6.43,0.07,0.21,1.32,1.28,0.16,7.98,0.06,0.07,0,0,1,0,10,67,56,1889,1413
7350,0,7.85,3.24,1.13,1.22,0.19,1.38,-1.02,-0.03,-0.5,0.86,0.86,-0.99,-0.52,-0.02,-0.02,1,1,1,1,241,75,0,1889,4771
7351,0,1.08,0,1.93,10.06,9.1,62.93,3.98,0.39,0.39,0.98,0.71,0.14,5.62,0.32,0.44,0,0,0,0,35,3,172,1888,6820
7352,0,13.62,0,1.07,0.94,0.43,0.58,-5.77,-0.01,-0.16,0.54,0.54,-0.1,10.74,0.02,0.02,1,1,1,1,318,540,158,1888,1439
7353,0,1.36,0,1.74,2.16,2.15,2.02,26.33,0.05,0.02,1.03,1.01,0.04,58.47,0.12,0.12,0,0,1,0,1,0,0,1886,2562
7354,0,2.07,0,1.48,1.19,0.9,1.14,7.92,0.06,0.09,0.9,0.75,0.13,15.41,0.12,0.14,0,0,1,0,46,0,0,1885,4778
7355,0,0.54,0.09,2.84,1.51,1.21,1.11,4.17,0.02,0,0.57,0.54,0.24,11.7,0.08,0.09,0,0,1,0,32,88,114,1885,3090
7356,0,0.4,0.24,3.49,1.55,0.73,1.07,2.17,0.01,0,0.06,0.05,0.46,6.9,0.65,0.67,0,0,1,0,567,6,61,1885,4120
7357,0,2.48,0.93,1.4,1.78,0.71,3.8,1.67,0.01,0.02,1.13,1.04,0.55,6.03,0.04,0.04,0,0,1,0,169,111,75,1884,3109
7358,0,1.59,0.33,1.63,1.38,1.38,1.3,18.59,0.02,0.02,0.48,0.45,0.07,35.56,0.1,0.11,0,0,1,0,0,61,67,1884,5229
7359,0,6.09,1.35,1.16,1.25,1.03,1.76,2.59,0.1,0.27,2.09,2.06,0.39,3.34,0.06,0.06,0,0,1,0,24,57,76,1884,3250
7360,0,2.46,0,1.41,1.4,1.13,2.37,24.79,0.05,0.08,1.36,1.34,0.04,33.91,0.05,0.05,0,0,1,0,43,0,0,1884,4642
7361,0,4.58,3.44,1.22,0.43,0.38,0.61,1.57,0.04,0.01,1.2,1.19,0.63,3.25,0.06,0.06,0,0,1,0,7,12,38,1884,8690
7362,0,1.17,1.13,1.85,0.34,0.29,0.9,0.48,0.01,-0.01,0.08,0.07,1.1,2.86,0.42,0.48,0,1,1,1,33,29,15,1884,6810
7363,0,38.1,26.23,1.03,1.46,1.07,3.67,1.98,0.08,0.73,1.17,1.19,0.5,2.92,0.1,0.09,0,0,1,0,74,37,190,1884,2562
7365,0,5.93,3.13,1.17,1.03,0.74,1.04,1.77,0.04,0.03,0.94,0.92,0.57,3.49,0.08,0.09,0,0,1,0,66,98,157,1882,3100
7366,0,35.23,11.97,1.03,1.13,0.94,1.31,2.07,0.04,0.28,1.37,1.37,0.48,5.45,0.08,0.08,0,0,1,0,32,111,0,1882,1071
7367,0,4.05,0,1.25,1.31,1.04,1.34,120.7,0.2,0.96,1.23,1.16,0.01,130.13,0.18,0.19,0,0,1,0,36,0,0,1881,2849
7368,0,2.78,0,1.36,1.09,1.05,1.28,21.98,0.13,0.33,2.3,2.28,0.05,30.59,0.08,0.08,0,0,1,0,4,65,86,1880,1520
7369,0,1.02,0.25,1.98,0.89,0.5,0.92,2.57,0,0,0.5,0.48,0.59,7.69,0.04,0.04,0,0,1,0,120,61,77,1880,1419
7370,0,1.12,0.8,1.89,2.06,1.7,184.65,13.39,0.09,0.14,0.14,0.83,0.07,13.58,0.66,0.11,0,0,1,0,452,122,1,1879,4110
7371,0,0.7,0,2.43,1.13,1.06,1.09,50.73,0.04,0.03,0.97,0.93,0.02,107.73,0.09,0.1,0,0,0,0,10,0,104,1879,4651
7372,0,10.97,0,1.09,0.89,0.8,0.84,0.95,0.03,-0.09,0.84,0.81,1.05,3.03,0.11,0.12,0,1,1,1,23,0,0,1877,4520
7373,0,0.69,0.27,2.46,2.13,1.82,3.07,5.18,0.02,0.03,0.5,0.49,0.19,14.41,0.12,0.12,0,0,1,0,84,143,455,1876,113
7374,0,2.32,0.01,1.43,1.53,1.53,12.84,104.28,0.06,0.05,1.55,1.5,0.01,123.06,0.05,0.05,0,0,1,0,0,127,89,1874,6622
7375,0,13.48,0,1.07,1.02,1.02,1.08,11.16,0.08,0.8,0.88,0.88,0.09,19.89,0.15,0.15,0,0,1,0,0,11,0,1873,6622
7376,0,6.93,2.8,1.14,0.96,0.89,0.88,0.99,0.01,0,0.47,0.45,1,2.78,0.08,0.08,0,1,1,1,44,57,371,1872,141
7377,0,4.5,0.66,1.22,1.1,1,1.22,11.19,0.02,0.06,1.43,1.42,0.09,43.38,0.05,0.05,0,0,1,0,17,115,150,1872,2229
7378,0,2.49,0,1.4,2.35,2.35,2.15,8.21,0.07,0.14,1,0.82,0.12,14.22,0.11,0.14,0,0,1,0,0,0,22,1872,4520
7379,0,2.93,0.66,1.34,1.11,1.06,1.43,75.38,0.11,0.2,1.3,1.26,0.01,153.92,0.18,0.19,0,0,1,0,11,137,163,1870,4616
7380,0,9.5,0.81,1.11,0.97,0.93,0.87,75.35,0.08,0.51,2.9,2.87,0.01,97.04,0.04,0.04,0,0,1,0,4,93,70,1870,4676
7381,0,2.24,0,1.45,1.58,1.14,8.11,24.51,0.03,0.06,1.85,1.83,0.04,28.33,0.02,0.02,0,0,1,0,53,0,0,1870,4520
7382,0,0.96,0.06,2.05,2.8,2.44,6.92,31.07,0.06,0.04,1.37,1.35,0.03,77.39,0.11,0.11,0,0,1,0,31,49,147,1869,3320
7384,0,0.41,0,3.43,3.78,2.96,10.27,425.9,0.16,0.16,0.87,0.87,0,492.03,0.2,0.2,0,0,0,0,84,26,0,1867,8299
7385,0,0.51,0,2.96,4.96,3.12,26.54,72.27,0.02,0.02,0.87,0.86,0.01,111.13,0.04,0.04,0,0,0,0,150,62,130,1866,2223
7387,0,2.44,0.44,1.41,1.82,0.48,1.68,1.84,0.01,0,0.24,0.24,0.54,3.9,0.08,0.08,0,0,1,1,685,6,208,1866,4120
7388,0,10.37,1.2,1.1,1.69,1.51,16.08,4.6,0.08,0.61,1.6,1.59,0.22,5.4,0.06,0.06,0,0,1,0,24,72,123,1865,4322
7389,0,19.97,0,1.05,1.87,0.83,1.98,0.87,0.03,0.03,0.97,0.97,0.74,1.99,0.05,0.05,0,0,1,0,143,0,0,1864,2599
7390,0,3.15,0.25,1.32,0.43,0.43,0.83,3.62,0.01,0.01,0.41,0.38,0.28,9.02,0.09,0.09,0,0,1,0,0,80,67,1864,8299
7391,0,3.05,0,1.33,1.06,0.68,1.09,8.37,0.03,0.04,1.52,1.5,0.12,45.71,0.1,0.1,0,0,1,0,52,0,89,1863,4651
7392,0,0.37,0.1,3.71,1.98,1.98,1.14,80.98,0.07,0.07,0.71,0.7,0.01,139.58,0.16,0.16,0,0,1,0,0,36,29,1863,5510
7393,0,3.14,0.49,1.32,1.01,0.8,1.02,30.83,0.1,0.26,1.68,1.67,0.03,43.31,0.08,0.08,0,0,1,0,29,68,62,1863,4322
7396,0,0.45,0.01,3.21,3.87,3.13,6.52,25.6,0.02,0.02,0.87,0.73,0.04,62.29,0.07,0.08,0,0,1,0,71,47,207,1859,6201
7397,0,1.08,0.43,1.93,2.22,2.09,1.95,16.58,0.08,0.09,1.4,1.36,0.06,23,0.08,0.09,0,0,1,0,10,51,117,1859,2220
7398,0,2.85,1.58,1.35,1.06,0.65,1.12,1.65,0.03,0.02,1.54,1.52,0.54,2.5,0.03,0.03,0,0,1,0,62,60,91,1859,2110
7399,0,1.16,0,1.86,1.31,1.31,1.35,46.38,0.17,0.25,0.52,0.51,0.02,54.06,0.38,0.38,0,0,1,0,0,0,1,1858,6620
7400,0,1.92,0,1.52,1.75,1.65,3.11,29.03,0.07,0.14,1.36,1.34,0.03,45.08,0.08,0.08,0,0,1,0,12,0,0,1858,1399
7401,0,9.58,0,1.1,1.11,0.92,4.47,3.35,0.03,0.09,1.48,1.47,0.3,7.13,0.04,0.04,0,0,1,0,41,0,0,1858,1039
7403,0,5.98,0,1.17,0.78,0.78,0.43,-1.26,-0.01,-0.2,3.35,3.35,-0.79,0.01,0,0,1,1,1,1,0,0,0,1857,5229
7404,0,29.08,5.72,1.03,1.24,1.24,3.49,4.55,0.06,0.12,2.35,2.26,0.22,6.27,0.04,0.04,0,0,1,0,0,44,137,1856,8220
7405,0,5.91,1.85,1.17,1.39,1.19,10.2,2.29,0.04,0.02,2.02,2.02,0.44,2.82,0.03,0.03,0,0,1,0,26,62,65,1576,1410
7406,0,7,1.02,1.14,1.03,1.03,1.2,280.79,0.09,0.49,1.74,1.74,0,376.1,0.07,0.07,0,0,1,0,0,147,152,1855,5221
7407,0,0.47,0.16,3.12,3.07,2.05,1.39,9.38,-0.09,-0.15,0.36,0.35,-0.03,19.2,0.14,0.14,0,1,1,1,122,68,123,1855,812
7408,0,2.78,0,1.36,1.29,0.26,3.5,29.72,0.02,0.05,0.48,0.48,0.03,48.99,0.05,0.05,0,0,1,0,555,0,2,1854,6810
7409,0,2.14,1.1,1.47,0.83,0.71,0.9,1.4,0.03,0,0.49,0.5,0.71,2.46,0.09,0.09,0,0,1,0,34,104,105,1853,2219
7410,0,64.06,0,1.02,1.35,1.25,5.5,4.96,0.02,0.3,1.87,1.83,0.2,6.01,0.02,0.02,0,0,1,0,13,0,0,1853,4673
7411,0,9.85,8.78,1.1,0.26,0.23,0.95,0.32,0.01,-0.17,0.18,0.17,3.14,1.07,0.13,0.13,0,1,1,1,3,56,7,1853,5510
7412,0,0.77,0.11,2.3,1.94,1.94,3.08,301.84,0.21,0.26,1.16,1.16,0,320.8,0.19,0.19,0,0,1,0,0,103,206,1852,7311
7413,0,1.84,0,1.54,1.58,1.34,6.18,109.73,0.11,0.21,1.91,1.9,0.01,125,0.06,0.06,0,0,1,0,26,87,65,1852,4641
7414,0,5.52,0,1.18,1.05,1.03,1.07,10.93,0.05,0.16,1.32,1.3,0.09,28.93,0.1,0.1,0,0,1,0,4,0,0,1852,8622
7415,0,5.4,0,1.19,0.75,0.75,0.76,2.52,0.08,0.32,1.77,1.65,0.4,3.26,0.06,0.07,0,0,1,0,0,0,0,1851,4941
7416,0,5,1.08,1.2,1.27,1.13,110.83,4,0.04,0.06,1.03,1,0.25,4.07,0.04,0.04,0,0,1,0,41,207,198,1851,4643
7417,0,0.57,0,2.75,1.57,1.44,1.42,5.63,0.03,0.01,0.94,0.92,0.11,8.06,0.03,0.03,0,0,0,0,17,91,189,1851,4631
7418,0,10.13,0,1.1,1.07,1.07,1.87,8.14,0.02,0.12,2.29,2.28,0.12,11.48,0.01,0.01,0,0,1,0,0,0,129,1850,6202
7419,0,0.52,0,2.92,4.24,1.15,25.97,1.25,0.01,0,0.76,0.7,1,3.93,0.05,0.05,0,0,1,1,340,0,0,1848,3212
7420,0,2.14,1.32,1.47,3.05,1.88,6.11,1.06,0.02,0,0.82,0.81,0.91,1.62,0.03,0.04,0,0,1,0,152,75,214,1847,4634
7421,0,20.39,0.51,1.05,1.08,0.88,11.46,5.85,0.04,0.48,2.85,2.63,0.17,6.03,0.02,0.02,0,0,1,0,23,109,83,1846,4638
7422,0,5.42,2.62,1.18,1,0.6,0.99,1.85,0.02,0.03,0.59,0.5,0.53,3.82,0.07,0.08,0,0,1,0,171,97,233,1846,4322
7423,0,5.65,2.5,1.18,1.1,1.06,1.06,1.71,0.02,0.03,0.88,0.86,0.58,4.91,0.05,0.05,0,0,1,0,6,0,129,1845,6311
7424,0,45.09,0,1.02,1.06,1.06,8.21,2.43,0.05,0.44,2.71,2.71,0.41,2.47,0.02,0.02,0,0,1,0,0,0,130,1844,5224
7425,0,12.56,0,1.08,1.09,1.09,3.91,30.63,0.05,0.44,1.86,1.84,0.03,36.42,0.03,0.03,0,0,0,0,0,173,106,1844,4621
7426,0,2.88,0,1.35,1.6,1.06,6.48,13.62,0.05,0.15,1.24,1.23,0.07,16.25,0.05,0.05,0,0,1,0,92,0,0,1843,4674
7427,0,7.87,5.83,1.13,1.59,1.59,1.18,16.15,0.16,0.9,0.92,0.9,0.06,21.98,0.24,0.24,0,0,1,0,0,28,90,1843,6622
7428,0,0.78,0,2.27,2.3,2.3,6.89,-32.1,-0.07,-0.14,1.29,1.28,-0.03,-26.79,-0.05,-0.05,1,1,1,1,0,108,133,1842,8299
7429,0,1.39,0,1.72,2.72,2.72,5.91,34.04,0.28,0.36,1.85,1.82,0.03,38.13,0.17,0.17,0,0,1,0,0,0,104,1840,1511
7430,0,23.29,0,1.04,0.41,0.12,0.09,71.47,0.01,0.17,0.34,0.31,0.01,212.67,0.05,0.06,0,0,0,0,286,538,31,1839,4531
7431,0,5.75,0,1.17,1.97,1.86,17.67,-0.15,0.01,-0.04,0.75,0.74,1.17,0.36,0.01,0.01,1,1,0,1,26,0,403,1838,1520
7432,0,6.29,2.13,1.16,1.42,1.17,2.26,2.45,0.04,0.1,1.71,1.63,0.41,2.47,0.02,0.02,0,0,1,0,30,70,61,1838,4651
7433,0,17.03,6.92,1.06,0.83,0.71,0.72,1.1,0.03,0.01,1.03,1.02,0.91,1.63,0.04,0.04,0,0,1,0,29,111,157,1838,1410
7434,0,20.8,6.91,1.05,1.13,0.98,1.26,1.53,0.05,0.11,1.49,1.43,0.65,1.86,0.04,0.05,0,0,1,0,23,11,116,1837,3312
7436,0,7.83,0,1.13,5.46,3.21,9.06,428.36,0.02,0.12,0.88,0.87,0,526.55,0.02,0.03,0,0,0,0,155,0,0,1836,4120
7437,0,1.16,0,1.86,5.54,5.37,3.54,443.59,0.05,0.06,0.6,0.62,0,697.33,0.12,0.12,0,0,1,0,14,0,0,1835,2562
7438,0,0.5,0,2.99,13.71,9.01,8.77,175.34,0.05,0.05,0.82,0.81,0.01,191.06,0.06,0.06,0,0,0,0,137,0,0,1835,4511
7439,0,4.4,0.5,1.23,1.39,0.86,3.51,17.95,0.09,0.28,1.42,1.31,0.06,26.36,0.1,0.11,0,0,1,0,88,104,90,1834,2893
7440,0,18.37,13.84,1.05,0.06,0.06,0.65,1.65,0.05,0.19,0.43,0.43,0.6,3.06,0.2,0.2,0,0,1,0,2,47,5,1833,5510
7441,0,0.4,0.25,3.51,0.53,0.44,0.86,8.89,0.04,0.04,0.18,0.13,0.11,13.87,0.31,0.42,0,0,1,0,49,88,85,1832,110
7442,0,13.18,0,1.08,0.98,0.75,0.8,1.71,0.02,0.12,2.98,2.96,0.58,2.86,0.01,0.01,0,0,1,0,26,0,0,1832,8292
7443,0,4.19,0.33,1.24,0.94,0.94,0.82,14.79,0.14,0.67,1.65,1.52,0.07,23.79,0.14,0.15,0,0,1,0,0,105,127,1830,4941
7444,0,11.43,0,1.09,1.72,1.72,18.27,24.66,0.05,0.41,1.57,1.56,0.04,33.51,0.04,0.05,0,0,1,0,0,91,185,1830,6311
7445,0,6.9,0,1.14,1.38,1.36,2.59,3.92,0.04,0.23,3.45,3.41,0.26,7.02,0.02,0.02,0,0,1,0,2,0,0,1830,4730
7446,0,0.27,0,4.77,3.86,3.8,4.17,9.43,0.37,0.22,7.88,7.76,0.11,11.03,0.06,0.06,0,0,1,0,1,2,10,1830,4941
7447,0,5.11,2.32,1.2,1.08,0.85,1.26,4.17,0.06,0.17,0.93,0.92,0.24,5.29,0.08,0.08,0,0,1,0,63,132,203,1828,2041
7448,0,1.23,0,1.81,1.79,1.79,1.71,34.47,0.19,0.29,1.02,1.02,0.03,36.36,0.2,0.2,0,0,1,0,0,0,77,1827,3312
7449,0,0.87,0,2.15,2.68,2.65,13.14,105.34,0.25,0.33,1.38,1.37,0.01,116.83,0.2,0.2,0,0,0,0,3,0,90,1826,4651
7450,0,4.87,0,1.21,1.01,0.7,1.03,6.56,0.08,0.22,2.15,2.15,0.15,8.04,0.04,0.04,0,0,1,0,42,87,69,1826,4645
7451,0,0.32,0.11,4.16,1.58,1.43,1.06,-0.49,0,-0.02,0.33,0.33,-2.06,4.09,0.09,0.09,1,1,1,1,15,62,112,1826,4120
7452,0,7.7,0.88,1.13,0.98,0.97,0.89,5.96,0.06,0.26,1.95,1.95,0.17,8.32,0.04,0.04,0,0,1,0,2,139,93,1826,2511
7453,0,1.8,1.18,1.56,1.92,1.75,1.32,12.44,0.11,0.24,0.77,0.77,0.08,16.41,0.19,0.19,0,0,1,0,17,28,116,1824,5224
