X1,status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
3856,0,8.04,0,1.12,0.53,0.53,0.28,58.16,0.04,0.3,0.25,0.1,0.02,98.07,0.31,0.76,0,0,1,0,0,230,153,8135,7210
3857,0,4.44,0.45,1.23,1.25,1.25,2.34,5.99,0.02,0.1,1.09,1.09,0.17,7.83,0.03,0.03,0,0,1,0,0,94,246,8119,8810
3858,0,6.61,0,1.15,0.45,0.29,0.41,11.77,0.08,0.38,3.39,3.33,0.08,22.56,0.04,0.04,0,0,1,0,13,0,0,8112,4711
3859,0,1.19,0.23,1.84,2.14,1.98,5,2.48,0.01,0,1.28,1.22,0.4,12.54,0.03,0.04,0,0,1,0,19,111,149,8106,2320
3861,0,1.04,0.17,1.96,1.07,0.9,1.05,17.73,0.04,0.06,0.82,0.79,0.04,27.4,0.06,0.06,0,0,0,0,32,77,84,8090,2893
3862,0,1.77,0.36,1.57,2.18,2.04,19.08,45.76,0.15,0.29,1.19,1.19,0.02,48.7,0.14,0.14,0,0,1,0,19,75,133,8090,3101
3863,0,3.85,0,1.26,0.97,0.64,0.91,27.64,0.09,0.28,2.07,2.2,0.04,32.6,0.05,0.05,0,0,1,0,45,0,0,8084,1419
3864,0,0.88,0.13,2.14,2.14,1.67,2.92,48.31,0.06,0.07,1.25,1.24,0.02,79.35,0.08,0.08,0,0,1,0,50,77,89,8083,4752
3865,0,3.95,2.21,1.25,1.44,0.96,2.17,2.93,0.02,0.03,1.01,1.01,0.34,4.05,0.03,0.03,0,0,1,0,95,91,169,8075,2829
3866,0,3.9,0,1.26,1.41,1.33,6.46,82.53,0.07,0.21,2.02,2.01,0.01,102.74,0.04,0.04,0,0,1,0,9,110,125,8071,3109
3867,0,2.02,0.63,1.49,1.53,1.1,23.1,22.59,0.19,0.5,3,2.79,0.04,22.94,0.06,0.07,0,0,1,0,34,50,78,8066,4672
3868,0,2.12,0.77,1.47,1.53,1.43,2.13,9.47,0.07,0.13,1.21,1.2,0.11,11.87,0.07,0.07,0,0,1,0,16,115,165,8062,3109
3869,0,1.81,0.37,1.55,2.31,1.22,13.14,7.48,0.06,0.08,3.7,3.65,0.13,9.93,0.02,0.02,0,0,1,0,44,16,31,8057,3212
3870,0,0.74,0.02,2.36,2.39,1.77,3.43,128.74,0.05,0.06,1.23,1.18,0.01,277.38,0.09,0.09,0,0,0,0,62,81,96,8051,4646
3871,0,7.44,1.45,1.13,0.99,0.99,0.96,24.73,0.11,0.77,1.8,1.72,0.04,30.52,0.07,0.08,0,0,1,0,0,102,107,8046,6209
3872,0,7.36,4.61,1.14,1.01,0.37,1,0.39,0.01,-0.16,0.64,0.6,2.57,2.41,0.11,0.11,0,1,1,1,55,36,0,8032,4771
3873,0,-4.27,-0.32,0.77,1.38,0.25,1.24,-11.1,-0.2,-0.74,1.14,1.13,-0.09,-8.03,-0.13,-0.13,1,1,1,1,123,30,8,8028,4759
3874,0,0.65,0.26,2.54,2.61,2.47,1.96,27.77,0.17,0.19,1.14,1.13,0.04,46.48,0.24,0.25,0,0,1,0,10,41,14,8023,4799
3875,0,0.98,0.07,2.02,2.24,1.4,70.64,79.86,0.13,0.18,1.8,1.8,0.01,81.11,0.08,0.08,0,0,1,0,76,46,114,8022,4637
3876,0,1.35,0.7,1.74,1.53,1.12,1.22,0.38,0,-0.02,0.49,0.48,2.59,1.75,0.04,0.04,0,1,1,1,79,109,115,8013,4532
3877,0,0.44,0.04,3.3,1.44,0.57,1.15,-19.03,-0.12,-0.18,1.49,1.32,-0.05,6.43,0.03,0.03,1,1,1,1,48,28,30,7991,4711
3878,0,12.69,1.36,1.08,1.06,0.51,1.72,1.66,0.03,0.02,4.2,4.14,0.6,2.23,0.01,0.01,0,0,1,0,42,58,2,7987,4711
3879,0,0.98,0,2.02,2.13,1.71,2.49,133.58,0.12,0.18,0.96,0.92,0.01,201.21,0.19,0.2,0,0,1,0,55,0,124,7984,2562
3880,0,8.5,1.3,1.12,1.83,0.72,2.51,2.85,0.05,0.18,3.09,3.09,0.35,8.69,0.04,0.04,0,0,1,0,55,19,4,7966,4771
3881,0,0.47,0,3.11,4.6,4.52,4.39,139.56,0.17,0.18,0.97,0.96,0.01,174.56,0.22,0.22,0,0,0,0,6,38,122,7960,3299
3882,0,16.62,5.77,1.06,1.08,0.5,12.61,0.26,0.01,-0.37,0.92,0.9,3.85,0.47,0.01,0.01,0,1,1,1,212,120,156,7959,4532
3883,0,12.03,5.35,1.08,1.07,0.73,1.25,6.61,0.08,0.54,4.84,4.83,0.15,7.35,0.02,0.02,0,0,1,0,19,29,32,7938,4643
3884,0,1.88,0.06,1.53,1.62,0.97,3.09,295.87,0.25,0.54,1.78,1.7,0,335.45,0.16,0.17,0,0,0,0,70,58,23,7938,3109
3885,0,2.68,1.71,1.37,1.45,0.6,2.03,1.33,0.03,0.01,0.52,0.51,0.75,2.58,0.12,0.13,0,0,1,0,317,102,186,7931,1102
3886,0,5.44,0.01,1.18,4.09,1.98,10.48,48.04,0.03,0.11,0.52,0.44,0.02,68.8,0.07,0.08,0,0,0,0,337,134,72,7924,4299
3887,0,4.72,0,1.21,0.53,0.51,0.81,10.84,0.06,0.32,0.27,0.19,0.09,18.77,0.36,0.51,0,0,1,0,9,0,37,7920,4939
3888,0,3.81,0,1.26,1.29,1.13,2.52,-1.53,0,0.01,1.28,1.22,-0.66,12.15,0.02,0.02,1,1,1,0,32,0,0,7888,2711
3889,0,1.58,0.24,1.63,1.38,0.87,1.47,46.23,0.06,0.1,0.67,0.64,0.02,65.06,0.1,0.11,0,0,0,0,126,101,99,7879,2562
3890,0,2.1,1.01,1.48,1.51,1.31,2.24,88.66,0.29,0.66,1.62,1.6,0.01,94.36,0.19,0.2,0,0,1,0,23,51,35,7869,2790
3891,0,11.61,2.49,1.09,1.18,1.18,5.61,2.29,0.03,0.09,1.5,1.47,0.44,2.8,0.03,0.03,0,0,1,0,0,128,158,7869,5229
3892,0,15.41,0,1.06,0.96,0.4,0.85,1.3,0.03,0.03,1.3,1.24,0.74,2.09,0.03,0.03,0,0,1,0,128,0,77,7867,2370
3893,0,19.29,0,1.05,0.97,0.53,0.94,-6.04,-0.09,-2.14,0.95,0.95,-0.17,-2.31,-0.04,-0.04,1,1,1,1,114,0,121,7862,2511
3894,0,1.79,0.76,1.56,1.18,0.6,1.4,3.1,0.04,0.05,1.07,1.07,0.25,5.59,0.05,0.05,0,0,1,0,121,79,112,7861,4669
3895,0,1.13,0.15,1.88,2.14,1.59,8.68,-24.7,-0.06,-0.1,0.59,0.57,-0.05,-12.57,-0.06,-0.06,1,1,0,1,147,168,102,7860,2651
3896,0,0.68,0.14,2.48,0.92,0.91,0.98,47.22,0.07,0.06,1.25,1.25,0.02,82.6,0.1,0.1,0,0,1,0,1,13,1,7858,5600
3897,0,3.87,0.97,1.26,1.36,0.78,7.95,22.07,0.13,0.5,3.62,3.52,0.05,23.72,0.04,0.04,0,0,1,0,42,34,29,7850,4642
3898,0,8.27,4.91,1.12,1.38,1.05,6.59,21.79,0.09,0.54,1.54,1.48,0.05,23.29,0.06,0.06,0,0,1,0,55,50,79,7848,2812
3899,0,1.47,0.08,1.68,1.76,1.6,3.21,30.7,0.04,0.08,1.12,1.06,0.03,44.26,0.06,0.06,0,0,1,0,26,133,7,7846,1073
3900,0,0.65,0.21,2.53,1.55,1.23,1.25,73.68,0.07,0.06,0.86,0.83,0.02,115.94,0.24,0.25,0,0,1,0,36,66,85,7839,2220
3901,0,4.4,1.7,1.23,1.42,1.33,5.91,4.19,0.02,0.05,1.59,1.59,0.26,4.93,0.02,0.02,0,0,1,0,15,101,172,7837,4669
3902,0,4.54,1.32,1.22,2.64,2.6,1.65,8.55,0.05,0.25,0.84,0.67,0.12,30.4,0.21,0.27,0,0,1,0,3,43,39,7834,7740
3903,0,1.72,0.28,1.58,2.28,2.17,4.19,56.73,0.14,0.33,1.06,1.14,0.02,65.05,0.15,0.14,0,0,1,0,15,91,89,7832,2529
3904,0,11.26,5.63,1.09,0.96,0.93,0.94,3.1,0.06,0.33,1.35,1.34,0.32,4.7,0.07,0.07,0,0,1,0,6,105,117,7817,1723
3905,0,1.07,0.3,1.94,2.17,1.39,3.48,38.77,0.05,0.08,0.99,0.95,0.03,65.86,0.09,0.1,0,0,1,0,110,115,163,7813,2893
3906,0,1.67,0,1.6,1.94,1.94,1.27,14.96,0.01,0.01,0.48,0.46,0.07,214.43,0.22,0.23,0,0,1,0,0,53,118,7811,3800
3907,0,2.17,0,1.46,2.46,1.53,24.47,20.72,0.16,0.34,1.43,1.42,0.05,23.05,0.12,0.12,0,0,1,0,94,0,0,7794,1390
3908,0,2.13,0,1.47,1.33,1.22,3.3,7.01,0.01,0.01,3.3,3.27,0.14,26.92,0.01,0.01,0,0,1,0,9,67,73,7791,1051
3909,0,3.83,1.57,1.26,1.02,0.82,1.04,21.21,0.08,0.24,1.46,1.42,0.04,41.87,0.09,0.09,0,0,0,0,33,84,104,7789,1629
3910,0,3.75,0.17,1.27,1.32,1.2,1.48,22.03,0.01,0.01,1.93,1.38,0.04,77.88,0.02,0.02,0,0,1,0,12,65,25,7783,8710
3911,0,0.64,0.05,2.56,2.01,2.01,1.92,7.66,0.02,0.02,0.9,0.8,0.12,28.95,0.06,0.07,0,0,1,0,0,61,52,7771,8720
3912,0,4.13,1.82,1.24,1.14,0.86,1.57,1.37,0.03,0.01,1.27,1.24,0.73,2.38,0.04,0.04,0,0,1,0,59,94,170,7770,2432
3913,0,2.09,0,1.48,1.48,0.91,4.36,67.7,0.01,0.03,1.01,0.95,0.01,132.47,0.03,0.03,0,0,1,0,127,70,122,7770,2840
3915,0,15.31,0,1.07,1.08,0.54,1.45,2.72,0.01,0.06,1.24,1.23,0.37,9.26,0.04,0.04,0,0,1,0,127,0,96,7763,4621
3916,0,29.67,11.87,1.03,1.11,1.1,2.69,1.07,0.01,-0.09,1.29,1.25,0.93,3.3,0.03,0.03,0,0,1,1,1,122,226,7761,5229
3917,0,10.29,0,1.1,1.02,0.47,1.12,2.2,0.06,0.18,1.4,1.42,0.46,2.63,0.05,0.05,0,0,1,0,117,0,0,6567,4321
3918,0,4.04,1.67,1.25,1.3,0.96,4.96,0.99,0.04,0.05,0.87,0.87,0.49,1.61,0.03,0.03,0,0,0,0,104,122,169,7752,1039
3919,0,4.11,3.42,1.24,3.81,3.4,1.88,2.63,0.03,0.08,0.92,0.91,0.38,23.2,0.29,0.3,0,0,1,0,24,43,166,7751,2550
3920,0,0.66,0.01,2.51,2.49,2.15,3.31,388.44,0.21,0.25,1.23,1.24,0,414.8,0.18,0.18,0,0,0,0,32,68,120,7730,4321
3921,0,12.56,0.69,1.08,0.56,0.56,0.33,-30.98,-0.1,-1.39,1.07,0.09,-0.03,9.21,0.03,0.32,1,1,1,1,0,50,13,7712,9312
3922,0,0.19,0.06,6.37,7.11,7.11,55.88,301.58,0.13,0.11,0.72,0.72,0,313.81,0.18,0.18,0,0,0,0,0,12,3,7712,9200
3923,0,7.25,0,1.14,0.96,0.96,0.92,1.68,0.04,0.04,0.64,0.61,0.59,2.63,0.1,0.11,0,0,1,0,0,0,0,7704,6209
3924,0,5.26,1.04,1.19,1.39,0.95,7.6,1.83,0.02,0.03,1.08,1.05,0.54,2.54,0.03,0.03,0,0,1,0,103,148,209,3113,4671
3925,0,3.05,1.11,1.33,1.18,0.82,1.59,4.32,0.03,0.05,1.19,1.17,0.23,11.14,0.07,0.07,0,0,1,0,75,113,123,7696,3109
3926,0,2.11,0.28,1.47,1.82,1.79,4.39,15.68,0.08,0.21,2.65,2.62,0.06,18.22,0.03,0.04,0,0,1,0,2,21,77,7695,8730
3927,0,1.22,0,1.82,1.65,1.51,2.57,5.53,0.02,0.03,1.37,1.36,0.18,15.96,0.05,0.05,0,0,1,0,18,122,147,7689,2220
3928,0,42.89,0,1.02,0.97,0.7,0.42,31.95,0.02,0.41,2.68,2.68,0.03,43.19,0.01,0.01,0,0,1,0,36,130,84,7688,4631
3929,0,1.86,0.96,1.54,0.73,0.71,0.87,2.55,0.02,0.03,0.94,0.86,0.38,17,0.15,0.17,0,0,1,0,3,42,12,7682,4939
3930,0,1.57,0.6,1.64,1.46,1.25,1.36,21.47,0.09,0.15,0.78,0.77,0.05,31.4,0.16,0.17,0,0,1,0,35,104,0,7678,2511
3931,0,9.12,0,1.11,1.09,1.09,3.52,62.96,0.01,0,2.36,2.35,0.02,128,0.01,0.01,0,0,1,0,0,0,0,7669,5224
3932,0,6.22,0,1.16,0.66,0.62,0.42,3.62,0.02,0.05,1.09,1.08,0.28,17.95,0.1,0.1,0,0,1,0,11,0,88,7666,2561
3933,0,5,1.24,1.2,1.23,1.22,163.43,12.74,0.08,0.27,4.47,4.47,0.08,12.91,0.02,0.02,0,0,1,0,1,24,36,7664,5510
3934,0,8.73,4.5,1.11,1.06,0.78,1.21,1.44,0.02,0.01,0.65,0.62,0.69,2.06,0.04,0.04,0,0,1,0,115,146,267,7658,4660
3935,0,16.5,5.87,1.06,1.22,0.35,2.56,1.88,0.04,0.2,3.26,2.9,0.53,2.54,0.02,0.02,0,0,1,0,71,27,20,7643,4520
3936,0,8.39,0.73,1.12,1.25,1.15,1.87,-3.27,-0.02,-0.31,0.58,0.69,-0.39,-0.69,-0.01,-0.01,1,1,1,1,40,283,375,7641,3700
3937,0,14.68,5.81,1.07,1.21,1.16,3.09,91.68,0.05,0.55,1.41,1.39,0.01,146.92,0.06,0.06,0,0,1,0,10,112,166,7640,1721
3938,0,7.01,3.82,1.14,1.2,1.2,1.21,-2.6,-0.04,-0.51,1.15,1.14,-0.39,-1.67,-0.02,-0.02,1,1,1,1,0,27,157,7636,8810
3939,0,3.99,0,1.25,1.3,1.04,14.02,-12.81,-0.02,-0.13,3.48,3.48,-0.08,-11.21,-0.01,-0.01,1,1,1,1,20,75,6,7634,4649
3940,0,2.11,0,1.47,1.56,1.2,3.5,19.04,0.02,0.02,1.08,1.07,0.05,47.79,0.03,0.03,0,0,1,0,68,0,159,7630,2030
3941,0,22.44,14.43,1.04,1.03,0.53,1.93,2.06,0.03,0.22,1.23,1.23,0.49,2.47,0.03,0.03,0,0,1,0,139,93,146,7616,4672
3942,0,12.83,3.01,1.08,1.14,0.63,1.37,1.03,0.02,0.03,0.86,0.77,0.89,2.08,0.05,0.05,0,0,1,0,142,72,132,7612,1439
3943,0,4.51,0,1.22,1.26,1.08,27.3,29.77,0.25,0.98,0.92,0.92,0.03,30.16,0.28,0.28,0,0,1,0,56,19,65,7610,6201
3944,0,17.13,6.29,1.06,1.37,0.81,1.97,4.67,0.05,0.7,1.5,1.39,0.21,8.86,0.07,0.07,0,0,1,0,77,65,89,7609,2829
3945,0,1.81,1.22,1.55,0.79,0.78,0.92,2.43,0.06,0.04,0.68,0.61,0.4,2.94,0.11,0.12,0,0,1,0,2,12,18,7606,8690
3946,0,1.94,0,1.52,2.01,0.7,12.29,1.16,0,-0.01,1.83,1.79,0.82,6.87,0.01,0.01,0,0,1,1,124,0,0,7603,4540
3947,0,4.49,0.96,1.22,1.02,1.02,1.04,-2.21,-0.02,-0.16,0.52,0.46,-0.45,0.95,0.02,0.02,1,1,1,1,0,165,364,7602,9311
3948,0,2.45,1.62,1.41,1.16,0.73,1.22,-0.74,-0.01,0.02,0.64,0.54,-2.39,3.73,0.13,0.15,1,1,1,0,127,85,107,7594,2550
3949,0,0.74,0.1,2.35,4.78,4.75,4.1,81.9,0.14,0.18,0.68,0.68,0.01,102.17,0.26,0.26,0,0,1,0,2,53,113,7593,2511
3950,0,18.52,7.36,1.05,0.79,0.7,0.66,2.5,0.04,0.21,1.19,1.19,0.4,4.3,0.06,0.06,0,0,1,0,20,95,133,7591,4520
3952,0,2.38,0.33,1.42,1.5,1.47,1.94,176.15,0.14,0.34,1.21,1.16,0.01,271.03,0.17,0.18,0,0,0,0,4,84,105,7570,4741
3953,0,2.92,1.5,1.34,1.13,1.12,1.15,2.6,0.03,0.04,1.88,1.87,0.38,4.86,0.03,0.03,0,0,1,0,0,39,48,7568,4631
3954,0,0.67,0.17,2.48,1.2,1.19,1.11,-7.48,-0.02,-0.02,0.26,0.23,-0.15,2.54,0.03,0.03,1,1,1,1,6,135,45,7567,5914
3955,0,10.23,2.22,1.1,1.23,1.04,4.81,1.55,0.01,0.06,0.9,0.81,0.59,7.22,0.05,0.06,0,0,1,0,58,171,223,7566,4120
3956,0,6.83,1.62,1.15,1.05,0.8,1.17,6.35,0.04,0.19,1.53,1.51,0.16,19.26,0.09,0.09,0,0,1,0,44,136,138,7566,4663
3957,0,1.83,0.86,1.55,1.75,0.94,7.48,3.45,0.04,0.05,0.64,0.63,0.29,4.22,0.08,0.08,0,0,1,0,249,159,239,7562,4672
3958,0,18.21,8.7,1.05,0.59,0.55,0.66,1.71,0.03,0.06,1.15,1.05,0.59,5.47,0.09,0.1,0,0,1,0,8,42,70,7556,9311
3959,0,18.89,0,1.05,1.04,0.9,3.59,216.81,0.03,0.42,1.46,1.36,0,249.51,0.03,0.03,0,0,1,0,33,0,189,7548,4642
3960,0,0.97,0.12,2.03,1.56,1.51,1.12,1.49,0.04,0,1.96,1.89,0.67,2.99,0.04,0.04,0,0,1,0,2,10,7,7546,4719
3961,0,2.41,0.45,1.42,0.93,0.48,0.91,1.94,0.02,0.01,0.94,0.89,0.52,4.54,0.06,0.06,0,0,1,0,103,87,79,7543,2820
3962,0,6.89,2.01,1.15,1.08,0.98,1.41,-47.01,-0.06,-0.43,1.7,1.66,-0.02,-25.32,-0.02,-0.02,1,1,1,1,17,82,38,7537,2822
3963,0,12.05,1.31,1.08,1.19,0.62,8.69,29.04,0.03,0.28,1.48,1.32,0.03,76.64,0.05,0.06,0,0,1,0,116,80,109,7534,4673
3964,0,3.38,1.39,1.3,1.78,1.32,1.49,8.28,0.02,0.06,0.52,0.49,0.12,14.14,0.07,0.08,0,0,1,0,95,90,173,7533,1320
3965,0,6.37,1.15,1.16,1.15,0.75,1.91,23.32,0.16,0.74,1.58,1.53,0.04,27.77,0.12,0.13,0,0,1,0,70,95,89,7526,2829
3966,0,7.39,0,1.14,1.22,1.18,2.87,36.38,0.07,0.31,5.72,5.72,0.03,55.17,0.02,0.02,0,0,1,0,2,0,52,7524,4672
3968,0,3.52,0.66,1.28,1.03,1.03,1.09,32.47,0.07,0.18,1.59,1.57,0.04,43.53,0.07,0.07,0,0,1,0,0,83,153,7513,5229
3969,0,4.02,0.64,1.25,1.29,1.14,1.65,9.77,0.14,0.48,1.63,1.5,0.1,11.42,0.1,0.11,0,0,1,0,20,21,64,7513,2790
3970,0,36.27,7.27,1.03,1.02,0.68,6.39,4.77,0.01,0.26,1.14,1.14,0.21,5.8,0.01,0.01,0,0,1,0,106,249,177,7506,4634
3971,0,2.39,0.65,1.42,1.6,1.16,2.75,7.47,0.05,0.09,1.67,1.73,0.13,12.08,0.05,0.05,0,0,1,0,49,63,1,7504,4772
3973,0,6.29,0,1.16,1.18,1.03,117.34,122.05,0.06,0.33,1.57,1.57,0.01,129.39,0.04,0.04,0,0,1,0,31,188,153,7500,4329
3974,0,2.66,0,1.38,1.46,1.46,2.66,374.86,0.22,0.55,2.76,2.7,0,454.12,0.1,0.1,0,0,1,0,0,49,78,7497,5229
3975,0,2.5,0,1.4,1.5,1.5,9.11,198.98,0.42,0.99,0.9,0.89,0.01,206.26,0.48,0.49,0,0,1,0,0,0,0,7492,4932
3977,0,19.51,4.56,1.05,0.93,0.93,0.62,3.26,0.02,0.12,1.79,1.77,0.44,3.35,0.02,0.02,0,0,1,0,1,134,157,7488,4631
3978,0,0.18,0,6.47,5.77,5.77,3.42,121.84,0.09,0.1,0.59,0.58,0.01,137.68,0.16,0.16,0,0,0,0,0,8,165,7473,8800
3979,0,9.77,4.63,1.1,0.96,0.64,0.83,2.18,0,0,1.39,1.39,0.46,9.47,0.01,0.01,0,0,1,0,71,119,139,7472,4675
3980,0,31.8,0,1.03,1.1,1.04,1.64,3.27,0.03,0.14,2.22,2.21,0.31,5.69,0.02,0.02,0,0,1,0,8,0,102,7459,8121
3981,0,14.38,1.11,1.07,1.07,0.9,1.43,9.41,0.03,0.17,2.95,2.95,0.11,16.05,0.02,0.02,0,0,1,0,17,92,62,7456,4633
3982,0,60.83,0,1.02,0.87,0.82,0.28,7.57,0.01,0.57,1.17,1.13,0.13,31.03,0.04,0.04,0,0,1,0,16,0,0,7452,4631
3983,0,1.07,0,1.94,2.04,2.04,3.75,6.22,0.15,0.22,2.04,1.96,0.16,7.96,0.09,0.1,0,0,1,0,1,57,125,7448,4941
3984,0,2.83,1.58,1.35,1.83,1.65,1.49,3.39,0.02,0.04,0.74,0.72,0.29,5.66,0.06,0.06,0,0,1,0,25,115,171,7446,2562
3985,0,4.81,2.74,1.21,1.09,1.09,1.13,1.39,0.04,0.03,1.19,1.16,0.72,2.15,0.05,0.05,0,0,1,0,0,71,173,7445,4649
3986,0,1.64,0.38,1.61,2.41,2.37,3.97,21.41,0.07,0.11,1.51,1.49,0.05,29.32,0.07,0.07,0,0,1,0,3,38,145,7440,8211
3987,0,0.43,0.22,3.34,4.54,4.51,11.86,66.21,0.16,0.17,0.94,0.93,0.02,74.89,0.19,0.2,0,0,1,0,2,31,292,7440,3811
3988,0,5.11,0,1.2,1.23,1.21,1.83,32.36,0.09,0.37,1.48,1.46,0.03,56.24,0.11,0.11,0,0,1,0,4,0,0,7433,6201
3989,0,7.34,0,1.14,1.7,1.7,21.52,2.99,0.04,0.1,3.77,3.76,0.39,3.67,0.01,0.01,0,0,1,0,0,38,73,7420,5229
3990,0,8.62,3.84,1.12,0.79,0.72,0.73,4.29,0.05,0.17,1.05,1.03,0.23,7.66,0.08,0.09,0,0,1,0,14,143,145,7415,1723
3991,0,4.23,0,1.24,1.34,1.09,11.04,11.95,0.05,0.17,1.76,1.76,0.08,13.82,0.03,0.03,0,0,1,0,37,0,149,7415,4641
3992,0,3.14,0.01,1.32,1.61,1.61,5.76,135.74,0.16,0.42,2.25,2.2,0.01,153.18,0.08,0.08,0,0,1,0,0,35,117,7411,6202
3993,0,15.47,4.89,1.06,1.14,0.93,1.56,-11.32,-0.13,-2.36,1.16,1.27,-0.09,-10.15,-0.1,-0.09,1,1,1,1,47,114,157,7401,4329
3994,0,9.22,8.17,1.11,1.08,0.93,1.53,1.92,0.1,0.32,0.99,0.99,0.52,2.01,0.1,0.1,0,0,1,0,46,16,226,7401,4642
3995,0,5.17,2.25,1.19,0.94,0.9,0.9,4.24,0.07,0.24,1.21,1.15,0.23,6.24,0.08,0.09,0,0,1,0,8,93,127,7399,3832
3996,0,0.95,0.33,2.05,1.89,1.87,1.68,41.83,0.11,0.14,1.03,1.01,0.02,54.24,0.14,0.14,0,0,1,0,2,79,114,7396,3810
3997,0,2.02,1.03,1.5,1.17,0.78,1.07,2.56,0.03,0.03,0.58,0.58,0.38,4.82,0.09,0.09,0,0,1,0,70,88,115,7394,2222
3998,0,6.82,3.78,1.15,1.19,0.92,1.8,2.61,0.04,0.12,1.02,1,0.39,3.13,0.04,0.05,0,0,1,0,69,131,199,7390,4675
3999,0,79.74,0,1.01,0.75,0.27,0.12,-88.77,-0.05,-4,2.55,2.49,-0.01,67.88,0.01,0.02,1,1,1,1,67,0,0,7389,4771
4000,0,8.99,3.9,1.11,0.6,0.45,0.3,4.31,0.09,0.55,3.24,3.08,0.23,7,0.04,0.05,0,0,1,0,15,46,3,7387,4639
4001,0,1.85,0.76,1.54,1.15,1.15,1.22,2.98,0.02,0.02,1.05,1.03,0.34,3.23,0.02,0.02,0,0,1,0,0,100,189,7381,7311
4002,0,12.84,2.92,1.08,1.05,0.45,1.2,5.28,0.03,0.26,1.9,1.81,0.19,15.5,0.05,0.05,0,0,1,0,88,72,33,7377,2910
4003,0,5.41,0.77,1.18,1.49,1.03,1.86,68.54,0.08,0.39,1.54,1.5,0.01,125.3,0.1,0.1,0,0,1,0,52,87,106,7370,2599
4004,0,-12.72,-1.31,0.92,0.84,0.84,0.65,-0.92,-0.07,-1.09,0.48,0.47,-0.23,0.04,0,0,1,1,1,1,2,231,41,7368,5510
4005,0,-16.24,0,0.94,0.8,0.44,0.6,-5.82,-0.13,-2.34,0.68,0.68,-0.17,-5.1,-0.17,-0.17,1,1,1,1,151,0,0,7366,120
4006,0,5.7,0.64,1.18,1.19,0.53,2.08,33.77,0.17,0.77,3.63,3.63,0.03,43.45,0.06,0.06,0,0,1,0,49,52,1,7350,4759
4007,0,0.87,0.23,2.15,2.47,1.7,1.75,37.59,0.17,0.23,1.04,1,0.03,52.27,0.22,0.24,0,0,1,0,61,31,96,7348,2820
4008,0,10.79,4.7,1.09,1.44,1.44,5.44,3.19,0.05,0.02,2.28,2.28,0.31,9.02,0.07,0.07,0,0,1,0,0,29,129,7346,7320
4009,0,5.31,1.19,1.19,0.77,0.7,0.46,8.3,0.12,0.27,2.6,2.58,0.12,9.74,0.06,0.06,0,0,1,0,8,66,62,7340,1091
4010,0,4.43,1.2,1.23,1.11,0.59,1.57,2.51,0.05,0.1,1.7,1.7,0.37,3.6,0.04,0.04,0,0,1,0,86,61,74,7339,4642
4011,0,1.32,0,1.76,1.92,1.74,23.86,364.54,0.05,0.08,1.46,1.46,0,475.87,0.05,0.05,0,0,0,0,22,0,59,7329,3101
4012,0,51.28,0,1.02,1.1,1.04,3.13,7.02,0.03,0.49,1.36,1.35,0.14,8.32,0.03,0.03,0,0,1,0,15,0,184,7327,4675
4013,0,1.71,0.04,1.59,1.68,1.56,12.37,65.59,0.32,0.6,1.91,1.9,0.02,68.4,0.17,0.17,0,0,1,0,13,101,137,7324,7320
4014,0,13.43,13.18,1.07,0.92,0.92,0.57,4.3,0.07,0.44,1.6,1.47,0.23,4.82,0.05,0.05,0,0,1,0,0,0,112,7316,4673
4015,0,1.26,0.25,1.8,1.42,1.08,1.92,13.2,0.08,0.12,1.07,1.06,0.07,15,0.08,0.08,0,0,1,0,60,123,123,7310,4729
4016,0,4.4,1.75,1.23,1.2,0.85,1.4,1.81,0.03,0.02,0.46,0.43,0.55,3.13,0.1,0.11,0,0,1,0,163,119,307,7301,3700
4017,0,0.55,0.12,2.83,2.73,1.74,2.06,108.76,0.2,0.19,0.9,0.77,0.01,130.36,0.26,0.3,0,0,1,0,92,49,63,7296,4299
4018,0,1.13,0.72,1.88,1.69,0.9,2.72,0.54,0.02,0.02,0.32,0.31,0.55,0.83,0.03,0.03,0,0,0,0,440,99,218,7294,4673
4019,0,4.65,2.58,1.21,1.23,0.69,1.67,3.25,0.06,0.13,4.08,4.01,0.31,7.1,0.03,0.03,0,0,1,0,31,14,5,7292,4711
4020,0,6.16,3.14,1.16,1.3,1.3,3.65,3.53,0.08,0.38,1.94,1.93,0.28,3.72,0.05,0.05,0,0,1,0,0,12,142,7291,8790
4021,0,8.27,0,1.12,0.91,0.63,0.75,0.92,0.02,0.07,1.11,1.03,0.69,2.47,0.04,0.04,0,0,1,0,74,0,0,7288,2059
4022,0,12.54,0,1.08,0.95,0.95,0.63,8.17,0.08,0.66,2.86,2.86,0.12,8.22,0.03,0.03,0,0,1,0,0,0,111,7284,4675
4023,0,43.62,15.55,1.02,1.23,1.05,5.06,3.92,0.01,0.29,2.12,2.12,0.26,6.99,0.01,0.01,0,0,1,0,24,79,137,7282,4632
4024,0,35.24,1.5,1.03,1.03,0.51,215.56,-2.91,-0.06,-3.16,1.6,0.92,-0.35,-2.9,-0.04,-0.07,1,1,1,1,115,178,1,7277,4120
4025,0,4.1,2.19,1.24,1.87,1.8,1.52,5.76,0.08,0.2,0.82,0.82,0.18,8.53,0.15,0.15,0,0,1,0,9,91,97,7276,1071
