X1,V1,V2,V3,V4,V5,V6,V8,V9,V12,V13,V15,V19,V20,V21,V22,V23,V25,V26,V27,status
16586,17.09,0.94,1.06,1.06,1.06,6.1,0.02,0.09,0.41,2.55,0.04,0,0,271,549,680,27.2,-9291.331914893619,0.03676470588235294,0
16587,3.0,0.0,1.33,0.53,0.53,0.95,0.04,0.08,0.13,14.74,0.54,0,1,0,0,702,379.08000000000004,1.0,0.0026379656009285638,0
16588,12.03,0.75,1.08,1.08,1.08,10.53,0.02,0.08,0.39,2.89,0.05,0,0,46,595,689,34.45,-4882.601599999999,0.029027576197387515,0
16589,9.65,4.21,1.1,1.12,0.85,1.04,0.04,0.11,0.02,156.04,0.09,0,14,50,1,533,47.97,-233.52039516303176,0.020846362309776944,0
16590,25.81,3.65,1.04,0.83,0.56,0.41,-0.11,-3.7,-0.24,-2.3,-0.07,1,111,95,168,557,-38.99,-1447.8092144362488,-0.025647601949217745,0
16591,100.67,0.0,1.01,1.0,0.92,1.0,0.01,0.14,0.91,2.56,0.02,0,12,0,0,698,13.96,1.0,0.07163323782234957,0
16592,38.63,0.0,1.03,1.03,1.03,2.95,0.02,-0.46,0.81,1.66,0.02,1,0,0,117,698,13.96,-1.0,0.07163323782234957,0
16594,13.52,0.0,1.07,1.47,1.47,2.47,0.07,0.69,0.2,7.1,0.09,0,0,0,0,697,62.73,1.0,0.015941335883947076,0
16595,5.6,2.7,1.18,1.6,1.47,2.49,0.07,0.22,0.03,68.11,0.12,0,20,102,69,696,83.52,-502.84549905838037,0.011973180076628353,0
16596,4.94,0.17,1.2,1.13,1.03,1.88,0.04,0.04,0.71,2.34,0.04,0,19,64,154,673,26.92,-11545.205294117648,0.03714710252600297,0
16597,0.93,0.0,2.07,1.35,1.34,1.33,0.31,0.39,0.01,125.43,0.1,0,1,22,0,695,69.5,-1.0,0.014388489208633094,0
16598,2.67,0.0,1.37,1.78,1.68,21.83,-0.01,-0.09,-1.12,1.93,0.01,1,11,0,0,694,6.94,1.0,0.1440922190201729,0
16600,3.38,0.0,1.3,1.22,1.22,4.04,0.16,0.57,0.31,3.28,0.08,0,0,8,165,529,42.32,-1.0,0.023629489603024575,0
16601,16.75,10.24,1.06,4.83,0.3,166.32,0.01,-0.13,2.33,0.45,0.03,1,3965,198,98,691,20.73,-31.682505317132744,0.048239266763145196,0
16602,7.37,1.19,1.14,0.85,0.78,0.68,0.03,0.04,0.49,3.19,0.08,0,31,35,170,690,55.2,-874.3090004422821,0.018115942028985508,0
16603,7.87,0.77,1.13,1.19,1.17,4.98,-0.59,-4.51,-0.01,-112.74,-0.36,1,4,78,81,551,-198.35999999999999,-3020.9941643489256,-0.005041338979632991,0
16604,0.9,0.25,2.12,2.84,2.84,2.39,0.07,0.1,0.16,12.45,0.06,0,0,16,33,689,41.339999999999996,-842.6148679245283,0.024189646831156267,0
16605,9.01,0.0,1.11,1.06,1.06,1.26,0.06,0.17,0.14,12.28,0.13,0,0,94,267,667,86.71000000000001,-1.0,0.011532695190866105,0
16606,20.68,5.27,1.05,0.88,0.84,0.57,0.05,-0.43,0.37,4.34,0.1,1,14,168,263,666,66.60000000000001,-1671.1185084786605,0.015015015015015013,0
16607,76.12,14.85,1.01,0.76,0.76,0.15,0.04,0.63,0.35,5.34,0.05,0,0,198,196,666,33.300000000000004,-2615.1601016101613,0.030030030030030026,0
16609,3.39,0.0,1.29,1.09,1.09,1.34,0.11,0.42,0.11,13.36,0.08,0,0,109,40,687,54.96,-1.0,0.018195050946142648,0
16610,7.89,0.0,1.13,0.63,0.31,0.72,-0.17,-1.67,-0.14,-3.85,-0.07,1,46,63,7,685,-47.95,-1.0,-0.020855057351407715,0
16611,5.46,0.52,1.18,1.17,1.04,2.42,0.02,0.05,0.35,4.56,0.03,0,33,147,229,685,20.55,-4939.023741851369,0.048661800486618,0
16612,18.94,18.57,1.05,1.47,1.47,1.7,0.04,0.27,0.29,4.46,0.12,0,0,0,388,594,71.28,-165.14658050619278,0.014029180695847363,0
16613,10.57,5.87,1.09,1.99,1.0,6.92,0.03,0.03,0.66,1.62,0.11,0,509,107,383,593,65.23,-315.1185330478408,0.01533036946190403,0
16614,1.52,0.0,1.66,1.95,0.13,2.01,0.0,0.0,0.07,19.31,0.18,0,3547,0,0,660,118.8,1.0,0.008417508417508417,0
16615,-5.58,-1.0,0.82,0.19,0.17,0.34,0.38,-1.55,0.08,34.93,0.18,0,1,3,0,682,122.75999999999999,-80.14218048780488,0.008145975887911373,0
16616,56.2,0.15,1.02,0.66,0.61,0.25,0.01,-0.15,0.87,1.78,0.01,1,15,179,72,681,6.8100000000000005,-105039.38823529414,0.14684287812041114,0
16617,24.07,0.22,1.04,1.91,1.71,2.29,0.0,0.04,0.24,124.56,0.5,0,81,111,642,681,340.5,-30238.637449244306,0.002936857562408223,0
16618,22.13,8.72,1.05,0.27,0.19,0.42,-0.08,-0.42,-0.17,-5.14,-0.18,1,50,25,1,520,-93.6,-26.214505242463957,-0.010683760683760684,0
16619,2.76,0.0,1.36,1.21,0.95,1.31,0.1,0.22,0.09,12.38,0.1,0,43,0,0,680,68.0,1.0,0.014705882352941176,0
16620,14.09,1.76,1.07,0.89,0.61,0.43,0.02,0.05,0.0,532.44,0.11,0,155,336,194,658,72.38,-2908.6965935641456,0.013815971262779773,0
16622,25.56,18.23,1.04,0.22,0.22,0.72,0.06,0.37,0.54,3.14,0.14,0,1,40,1,679,95.06,-43.2979889446812,0.010519671786240269,0
16623,5.38,0.1,1.19,2.4,2.4,1.96,0.17,0.62,0.01,130.93,0.2,0,0,14,59,679,135.8,-5076.657142857142,0.0073637702503681875,0
16625,5.1,0.0,1.2,1.31,0.68,5.89,0.02,-0.03,0.0,650.36,0.01,1,53,0,20,678,6.78,-1.0,0.0,0
16627,2.34,0.0,1.43,0.99,0.33,1.0,-0.18,-0.71,-0.11,-0.96,-0.22,1,324,0,0,676,-148.72,1.0,-0.006724045185583647,0
16628,65.36,0.0,1.02,0.91,0.57,0.8,0.02,-0.02,0.62,3.35,0.07,1,176,0,0,515,36.050000000000004,1.0,0.027739251040221912,0
16629,9.38,0.0,1.11,1.14,0.93,2.41,0.07,0.46,0.01,201.27,0.04,0,33,0,0,673,26.92,1.0,0.03714710252600297,0
16632,0.73,0.0,2.37,7.16,7.16,108.65,0.29,0.37,0.0,214.45,0.46,0,0,14,4,536,246.56,-1.0,0.004055807916937054,0
16633,7.46,0.0,1.13,1.08,0.83,1.27,0.04,0.04,0.39,3.24,0.04,0,56,0,0,669,26.76,1.0,0.03736920777279521,0
16634,21.04,0.04,1.05,1.03,0.7,1.67,0.04,0.32,0.38,3.57,0.03,0,75,135,144,669,20.07,-226978.41523809521,0.04982561036372696,0
16635,34.31,0.0,1.03,1.03,0.67,2.74,0.02,0.5,0.29,3.76,0.01,0,44,107,50,578,5.78,-1.0,0.17301038062283736,0
16636,5.76,3.48,1.17,2.69,2.47,6.94,0.14,0.69,0.22,5.24,0.07,0,11,3,0,644,45.080000000000005,-9.053844189016601,0.022182786157941434,0
16637,153.46,0.0,1.01,1.02,1.02,7.55,0.02,-0.33,0.06,16.15,0.02,1,0,198,77,508,10.16,-1.0,0.09842519685039369,0
16638,48.4,0.0,1.02,0.57,0.57,0.05,0.0,0.21,0.02,367.19,0.01,0,0,6,0,664,6.640000000000001,-1.0,0.1506024096385542,0
16639,-42.96,-8.62,0.98,0.48,0.48,0.83,-0.02,-0.92,-0.02,40.3,0.09,1,0,117,94,663,59.669999999999995,-161.95101662010515,0.016758840288252055,0
16640,8.68,4.1,1.12,1.71,0.11,70.47,0.04,0.14,0.43,2.56,0.17,0,1342,43,42,662,112.54,-46.56602787456446,0.00888572951839346,0
16641,88.69,0.22,1.01,1.46,1.33,30.53,0.03,-1.75,1.32,1.67,0.07,1,40,215,300,506,35.42,-171574.70958595857,0.0282326369282891,0
16642,7.71,3.16,1.13,1.01,0.64,1.01,0.06,0.11,0.43,2.43,0.05,0,63,89,5,641,32.050000000000004,-285.1317581494343,0.03120124804992199,0
16643,8.28,4.24,1.12,1.3,0.7,1.35,-0.02,-0.5,-1.61,0.39,0.01,1,60,23,46,660,6.6000000000000005,-255.70183288409703,0.1515151515151515,0
16645,-34.25,0.0,0.97,0.97,0.97,-8.61,-0.03,-1.21,-0.05,-18.88,-0.02,1,0,0,147,527,-10.540000000000001,1.0,-0.09487666034155597,0
16646,21.7,2.43,1.05,0.88,0.69,0.27,-0.11,-2.94,-0.2,-4.63,-0.08,1,54,127,143,526,-42.08,-3144.9486576523614,-0.023764258555133082,0
16647,3.3,0.0,1.3,0.9,0.9,0.95,0.04,0.07,0.46,7.09,0.47,0,0,0,96,638,299.85999999999996,-1.0,0.003334889615153739,0
16648,-3.25,-1.71,0.69,0.93,0.72,0.37,-0.43,-1.11,-0.16,-5.98,-0.32,1,57,81,135,526,-168.32,-377.1739130434782,-0.0059410646387832704,0
16650,1.63,0.0,1.61,1.63,1.63,1.95,0.07,0.08,0.35,3.42,0.08,0,0,0,0,657,52.56,1.0,0.01902587519025875,0
16652,-10.8,0.0,0.91,0.75,0.65,0.62,0.08,-0.3,0.43,3.02,0.29,0,77,0,0,502,145.57999999999998,-1.0,0.0068690754224481395,0
16653,12.31,0.15,1.08,0.75,0.65,0.55,0.01,0.01,0.42,3.84,0.05,0,115,1084,566,636,31.8,-29220.37962962963,0.031446540880503145,0
16654,12.97,1.01,1.08,1.1,0.9,37.97,0.13,0.87,0.01,71.89,0.07,0,31,60,102,569,39.830000000000005,-4848.30207554089,0.02510670348983178,0
16655,8.38,0.0,1.12,1.12,1.12,17.53,0.13,0.83,0.0,559.41,0.03,0,0,54,20,655,19.65,-1.0,0.050890585241730284,0
16656,11.03,0.0,1.09,1.09,1.09,40.73,0.12,0.96,0.03,28.82,0.05,0,0,0,0,654,32.7,1.0,0.030581039755351678,0
16657,17.25,0.0,1.06,2.23,1.68,62.57,0.02,0.01,0.52,2.15,0.02,0,112,0,0,654,13.08,1.0,0.0764525993883792,0
16658,2.6,0.0,1.38,1.23,1.04,2.15,0.3,0.71,0.02,61.78,0.17,0,25,0,0,631,107.27000000000001,1.0,0.009322270905192505,0
16659,1.14,0.0,1.88,1.56,1.56,1.69,0.37,0.52,0.02,67.63,0.08,0,0,0,0,651,52.08,1.0,0.019201228878648235,0
16660,14.88,2.62,1.07,1.09,0.38,1.54,0.03,0.0,0.83,2.66,0.04,0,100,91,0,630,25.2,-1107.9712891488905,0.03968253968253968,0
16661,17.41,0.0,1.06,12.58,5.43,98.05,-0.01,-0.45,-0.65,-0.89,-0.01,1,194,0,98,520,-5.2,-1.0,-0.1923076923076923,0
16662,15.31,0.0,1.07,1.01,1.01,1.2,0.05,0.48,0.02,57.07,0.03,0,0,0,131,650,19.5,-1.0,0.05128205128205128,0
16663,50.05,0.0,1.02,1.28,0.98,1.82,-0.07,-5.66,-0.55,-1.73,-0.22,1,248,0,0,519,-114.18,1.0,-0.008758101243650377,0
16664,0.78,0.0,2.28,2.72,2.72,5.23,0.31,0.54,0.0,532.93,0.21,0,0,16,116,627,131.67,-1.0,0.007594744436849701,0
16665,12.31,0.0,1.08,1.07,1.06,3.44,0.08,0.47,0.03,42.91,0.03,0,1,69,67,647,19.41,-1.0,0.05151983513652756,0
16667,-2.23,-0.29,0.55,0.39,0.04,-1.64,-0.53,-1.06,-0.06,-13.96,-0.21,1,95,32,2,494,-103.74,-321.02537304075236,-0.00963948332369385,0
16668,-15.82,0.0,0.94,2.02,1.87,1.23,-0.06,-1.35,-0.1,-4.09,-0.03,1,10,47,0,516,-15.479999999999999,1.0,-0.06459948320413438,0
16669,0.4,0.0,3.48,0.29,0.29,0.88,0.01,0.0,0.76,3.44,0.18,0,0,0,0,643,115.74,1.0,0.008640055296353897,0
16670,2.31,0.73,1.43,1.27,0.79,2.3,0.07,0.09,0.43,2.82,0.06,0,82,102,133,513,30.779999999999998,-1487.740205000479,0.032488628979857055,0
16671,0.99,0.0,2.01,1.28,1.27,1.21,0.05,0.03,0.14,23.38,0.08,0,0,20,0,642,51.36,-1.0,0.019470404984423675,0
16672,0.9,0.0,2.12,2.47,2.47,1.66,0.04,0.05,0.03,96.84,0.18,0,0,15,197,642,115.56,-1.0,0.008653513326410522,0
16673,32.46,0.0,1.03,0.9,0.9,0.25,0.04,-0.08,0.0,398.67,0.02,1,0,79,85,490,9.8,-1.0,0.1020408163265306,0
16675,-9.76,-0.33,0.9,0.73,0.73,0.25,-0.28,-1.89,-0.02,-33.71,-0.2,1,1,123,4,641,-128.20000000000002,-3855.4323232323227,-0.007800312012480498,0
16676,65.9,0.0,1.02,1.41,1.27,1.55,0.0,-0.03,0.31,69.25,0.14,1,109,308,784,490,68.60000000000001,-1.0,0.014577259475218656,0
16677,1.49,0.0,1.67,0.63,0.28,0.65,0.3,0.74,0.02,66.74,0.08,0,14,0,9,511,40.88,-1.0,0.02446183953033268,0
16678,0.94,0.0,2.06,2.27,2.27,1.12,0.04,0.05,0.09,24.28,0.43,0,0,0,0,638,274.34,1.0,0.003645111904935482,0
16679,1.66,0.0,1.6,2.23,2.23,30.58,0.12,0.19,0.04,25.0,0.15,0,0,0,0,636,95.39999999999999,1.0,0.010482180293501049,0
16680,0.49,0.02,3.03,2.62,1.17,2.82,0.42,0.47,0.05,21.08,0.18,0,53,19,20,508,91.44,-8336.107733085808,0.010936132983377079,0
16681,3.12,0.13,1.32,1.3,1.3,4.46,0.0,0.01,-0.89,3.65,0.01,0,0,8,119,615,6.15,-7294.14787878788,0.16260162601626016,0
16682,35.16,0.0,1.03,1.06,1.06,6.9,0.05,0.19,0.06,18.75,0.03,0,0,50,116,634,19.02,-1.0,0.052576235541535225,0
16684,0.56,0.0,2.79,3.26,3.04,34.09,0.2,0.19,0.04,28.69,0.17,0,19,0,0,633,107.61000000000001,1.0,0.00929281665272744,0
16685,9.63,0.59,1.1,1.02,0.62,1.18,0.08,0.53,0.03,36.47,0.11,0,125,263,148,484,53.24,-7585.725238828967,0.018782870022539443,0
16687,1.44,0.22,1.7,1.88,1.86,3.0,0.04,0.03,0.11,22.04,0.17,0,4,65,76,632,107.44000000000001,-1635.9991229946527,0.009307520476545048,0
16688,2.98,0.0,1.34,1.42,0.4,1.77,0.02,0.01,0.44,3.77,0.05,0,281,0,15,631,31.55,-1.0,0.03169572107765452,0
16689,2.31,0.0,1.43,0.95,0.81,0.91,0.03,0.06,0.06,29.07,0.04,0,28,162,142,631,25.240000000000002,-1.0,0.039619651347068144,0
16690,16.93,0.0,1.06,1.29,1.28,7.67,0.01,0.02,0.66,3.48,0.03,0,2,0,0,630,18.9,1.0,0.052910052910052914,0
16691,1.02,0.28,1.98,1.71,0.67,1.55,0.03,0.05,0.2,6.6,0.07,0,203,132,71,630,44.1,-887.1144805194805,0.022675736961451247,0
16692,-20.12,-0.02,0.95,0.66,0.66,-0.07,-0.03,-1.15,-0.06,-15.83,-0.02,1,0,11,173,502,-10.040000000000001,-235047.19157894742,-0.099601593625498,0
16693,8.75,0.62,1.11,1.14,1.14,4.93,0.01,0.03,0.5,3.76,0.03,0,0,442,528,628,18.84,-8373.56691368788,0.05307855626326964,0
16694,10.42,2.34,1.1,2.15,2.15,4.49,0.13,0.51,0.13,8.67,0.14,0,0,29,180,628,87.92,-1132.8515773115773,0.011373976342129208,0
16695,12.55,0.0,1.08,1.29,1.29,2.78,0.07,0.29,0.26,4.08,0.04,0,0,94,102,607,24.28,-1.0,0.04118616144975288,0
16696,35.5,0.0,1.03,0.96,0.96,0.44,0.03,0.66,0.08,17.33,0.02,0,0,0,0,545,10.9,1.0,0.09174311926605504,0
16698,21.1,5.4,1.05,0.6,0.46,0.62,0.06,0.88,0.17,15.18,0.1,0,21,63,0,501,50.1,-392.1463756613756,0.01996007984031936,0
16699,31.85,12.46,1.03,1.02,0.39,2.4,0.02,-0.24,1.39,0.77,0.01,1,149,111,29,627,6.2700000000000005,-547.3498340320093,0.15948963317384368,0
16700,11.93,2.92,1.08,1.1,0.16,1.8,0.02,0.12,0.44,6.09,0.04,0,216,178,32,544,21.76,-1046.273820395738,0.04595588235294117,0
16701,6.51,1.31,1.15,0.85,0.85,0.67,0.04,0.04,0.78,3.58,0.16,0,0,78,174,500,80.0,-1182.3197636906739,0.0125,0
16703,-39.57,0.0,0.97,0.54,0.54,0.17,-0.05,-0.01,-0.39,-1.59,-0.11,0,0,0,0,479,-52.69,-1.0,-0.018978933383943825,0
16704,1.28,0.0,1.78,5.34,5.34,7.86,0.04,0.07,0.03,50.28,0.16,0,0,93,367,626,100.16,-1.0,0.009984025559105431,0
16706,6.28,1.46,1.16,0.9,0.82,0.69,0.04,0.02,0.42,4.13,0.04,0,14,97,130,623,24.92,-1841.1126877657064,0.04012841091492777,0
16707,-33.08,0.0,0.97,1.15,0.89,1.7,0.01,-0.74,1.29,3.37,0.08,1,93,0,0,603,48.24,-1.0,0.020729684908789386,0
16708,7.23,1.15,1.14,4.3,4.2,4.51,0.15,0.6,0.2,6.19,0.19,0,5,41,35,622,118.18,-648.1619051106028,0.008461668641056016,0
16709,27.37,0.0,1.04,0.92,0.09,0.46,0.01,-0.15,1.35,7.44,0.09,1,380,0,0,497,44.73,1.0,0.0223563603845294,0
16710,17.5,0.0,1.06,1.07,0.68,4.73,0.01,-0.07,1.18,1.66,0.03,1,310,0,0,474,14.219999999999999,1.0,0.07032348804500704,0
16711,6.95,0.0,1.14,0.71,0.71,0.35,-0.07,-0.68,-0.06,-5.96,-0.03,1,0,218,133,620,-18.599999999999998,-1.0,-0.05376344086021506,0
16712,9.86,3.37,1.1,2.05,0.45,81.81,0.06,0.27,0.29,7.25,0.09,0,219,63,35,600,54.0,-398.23124898840024,0.018518518518518517,0
16713,15.78,0.12,1.06,0.88,0.76,0.43,0.1,0.84,0.01,141.41,0.09,0,27,120,138,620,55.8,-55442.491949685544,0.01792114695340502,0
16714,-63.18,0.0,0.98,1.23,1.23,2.82,0.02,-1.03,0.3,4.61,0.03,0,0,0,0,619,18.57,-1.0,0.05385029617662897,0
16715,1.39,0.0,1.72,1.68,1.59,19.52,0.03,0.02,0.11,6.53,0.02,0,21,0,47,619,12.38,-1.0,0.0,0
16716,0.86,0.0,2.17,1.57,1.57,1.6,0.47,0.54,0.03,31.26,0.09,0,0,0,0,619,55.71,1.0,0.01795009872554299,0
16717,-4.08,-0.65,0.75,0.9,0.68,-9.11,-0.12,-0.49,-0.25,-3.95,-0.09,1,73,115,206,472,-42.48,-1849.9901538461538,-0.02354048964218456,0
16719,1.1,0.12,1.91,1.84,1.84,1.45,0.0,-0.03,-1.7,3.62,0.14,1,0,22,0,617,86.38000000000001,-37.04136125654451,0.011576753878212548,0
16721,63.97,0.25,1.02,0.97,0.97,0.59,0.02,0.68,0.05,30.25,0.02,0,0,237,185,616,12.32,-130259.39761568629,0.08116883116883117,0
16722,1.43,0.78,1.7,0.03,0.02,0.87,-0.03,-0.1,-0.42,0.23,0.04,1,1,32,2,471,18.84,-9.47809954751131,0.05307855626326964,0
16723,4.98,0.01,1.2,1.29,1.17,13.03,0.04,0.08,0.01,82.97,0.03,0,20,75,171,615,18.45,-224432.39,0.05420054200542006,0
16724,6.3,0.5,1.16,1.18,1.18,3.58,0.15,0.84,0.25,4.56,0.13,0,0,99,126,613,79.69,-4419.89827586207,0.012548625925461162,0
16725,-2.23,-0.06,0.55,0.63,0.63,-6.56,0.12,-0.11,0.16,6.45,0.1,0,1,73,205,593,59.300000000000004,-6929.298181818183,0.016863406408094434,0
16726,18.75,7.26,1.05,1.09,0.42,1.81,0.09,0.81,0.41,2.59,0.06,0,105,46,21,592,35.519999999999996,-323.06730289912105,0.028153153153153157,0
16728,4.67,0.37,1.21,1.12,1.03,1.41,0.01,0.34,0.57,7.97,0.09,0,37,258,187,467,42.03,-4281.989825776191,0.0,0
16729,11.56,3.81,1.09,1.24,1.1,10.51,0.09,0.34,0.34,3.22,0.07,0,31,95,145,609,42.63,-1008.9615642081438,0.02345765892563922,0
16731,13.16,3.69,1.08,1.38,0.13,17.07,0.06,0.04,0.49,3.29,0.06,0,208,111,1,608,36.48,-665.5669015356821,0.027412280701754388,0
16732,4.45,0.0,1.22,1.22,1.02,18.19,0.03,0.0,0.11,10.5,0.01,1,23,104,12,608,6.08,-1.0,0.16447368421052633,0
16733,-2.22,-0.14,0.55,0.58,0.58,-7.94,-0.81,-1.04,-0.06,-17.0,-0.34,1,0,8,156,607,-206.38000000000002,-2669.2332467532474,-0.0048454307587944565,0
16734,1.02,0.37,1.98,2.65,1.8,1.44,0.09,0.1,0.15,8.13,0.22,0,81,85,85,605,133.1,-562.2584393005445,0.007513148009015778,0
16735,8.61,0.0,1.12,1.28,1.27,3.03,0.14,0.59,0.12,9.09,0.06,0,1,28,63,585,35.1,-1.0,0.02849002849002849,0
16736,4.16,0.0,1.24,0.8,0.76,0.55,0.12,0.38,0.02,87.65,0.12,0,5,115,68,603,72.36,-1.0,0.013819789939192924,0
16737,9.45,0.0,1.11,1.12,1.08,1.7,-0.03,-0.67,-0.6,3.81,0.04,1,9,0,0,584,23.36,1.0,0.04280821917808219,0
16738,7.21,0.0,1.14,1.11,1.02,2.73,0.07,0.33,0.01,169.58,0.06,0,23,239,74,603,36.18,-1.0,0.027639579878385848,0
16739,9.46,0.0,1.11,1.2,1.19,8.18,0.07,0.44,0.06,18.85,0.12,0,4,0,498,600,72.0,-1.0,0.013888888888888888,0
16740,5.86,1.94,1.17,0.33,0.29,0.29,0.02,-0.03,0.78,4.3,0.06,1,13,83,18,599,35.94,-354.71839598202484,0.02782415136338342,0
16741,0.97,0.0,2.03,12.55,7.51,1.21,0.08,0.07,0.12,11.5,0.1,0,25,0,0,599,59.900000000000006,1.0,0.01669449081803005,0
16742,25.66,4.58,1.04,0.86,0.86,0.7,0.03,0.15,0.73,2.62,0.07,0,0,229,239,579,40.53,-2633.129482700705,0.02467308166790032,0
16743,-3.87,-0.56,0.74,0.74,0.71,-0.04,-0.18,-1.02,-0.25,-1.67,-0.06,1,9,150,76,477,-28.619999999999997,-1912.9369999999997,-0.03494060097833683,0
16744,37.63,1.66,1.03,1.59,1.57,1.58,0.01,0.04,0.83,2.91,0.16,0,16,332,1078,597,95.52,-6614.021735875541,0.010469011725293133,0
16745,-4.39,0.0,0.77,0.79,0.55,-4.63,0.21,-0.32,0.01,166.83,0.05,0,21,28,12,596,29.8,1.0,0.03355704697986577,0
16746,56.08,0.0,1.02,1.02,0.8,4.65,-0.05,-3.22,-0.2,-4.77,-0.06,1,80,0,0,595,-35.699999999999996,1.0,-0.02801120448179272,0
16747,60.29,12.31,1.02,1.15,0.58,114.43,0.03,0.29,0.42,2.43,0.03,0,146,158,61,594,17.82,-1324.6434386199646,0.05611672278338945,0
16748,2.32,0.12,1.43,0.85,0.83,0.88,0.12,0.2,0.02,90.75,0.24,0,5,198,0,592,142.07999999999998,-3984.876517685212,0.007038288288288289,0
16749,44.04,0.0,1.02,1.15,0.12,24.48,0.02,-0.49,1.64,0.63,0.11,1,5190,0,0,473,52.03,1.0,0.019219680953296174,0
16750,14.89,0.0,1.07,1.49,1.49,8.24,0.02,-0.28,0.4,2.82,0.03,1,0,0,0,592,17.759999999999998,1.0,0.056306306306306314,0
16752,4.8,0.03,1.21,1.22,0.67,4.69,0.05,0.15,0.0,418.33,0.07,0,109,79,66,591,41.370000000000005,-39705.846648301194,0.0241721053903795,0
16753,5.98,1.43,1.17,1.56,1.47,18.21,0.04,0.0,0.57,1.87,0.05,0,28,205,12,451,22.55,-745.5258275058276,0.044345898004434586,0
16754,3.18,0.0,1.31,0.18,0.1,0.9,0.18,0.69,0.03,44.76,0.62,0,5,0,0,568,352.16,1.0,0.0028396183552930484,0
16755,126.14,0.55,1.01,1.55,1.55,5.83,0.06,0.07,0.01,233.51,0.08,0,0,97,330,509,40.72,-96377.9791971197,0.024557956777996073,0
16756,12.25,0.0,1.08,1.05,1.04,3.03,-0.02,-0.5,-0.41,-1.74,-0.01,1,4,0,0,586,-5.86,1.0,-0.1706484641638225,0
16757,1.27,0.0,1.79,1.17,0.68,1.27,0.08,0.15,0.05,28.66,0.17,0,135,103,142,509,86.53,-1.0,0.011556685542586386,0
16758,5.87,0.87,1.17,0.99,0.88,0.95,0.14,0.67,0.07,16.81,0.19,0,34,244,209,585,111.15,-3504.875371352786,0.00899685110211426,0
16759,-3.75,-0.14,0.73,0.13,0.13,-0.41,-0.66,-1.83,-0.01,-69.18,-0.34,1,1,39,4,585,-198.9,-1094.5376712328766,-0.005027652086475615,0
16761,25.09,0.01,1.04,1.04,1.04,10.8,-0.04,-6.39,-0.13,-7.49,-0.02,1,0,30,126,565,-11.3,-624177.16,-0.08849557522123894,0
16762,1.09,0.44,1.92,1.73,1.73,2.2,-0.26,-0.57,-0.04,-15.71,-0.05,1,1,35,206,564,-28.200000000000003,-953.6950520833335,-0.035460992907801414,0
16764,2.46,0.0,1.41,1.2,0.94,1.9,0.25,0.58,0.01,128.94,0.1,0,24,80,86,581,58.1,-1.0,0.01721170395869191,0
16765,50.9,32.79,1.02,1.59,1.17,1.38,0.06,0.33,0.68,2.0,0.13,0,77,117,114,581,75.53,-227.87752542920185,0.013239772275916854,0
16766,-13.93,-0.02,0.93,1.4,1.35,6.82,0.01,-5.48,1.17,2.44,0.01,0,8,81,1,562,5.62,-73244.97419354838,0.17793594306049823,0
16767,14.53,6.37,1.07,1.33,1.13,4.93,0.07,0.26,0.37,3.68,0.09,0,50,52,103,463,41.67,-386.1947967253041,0.023998080153587713,0
16768,3.89,0.0,1.26,1.2,1.2,3.42,0.07,0.27,0.04,36.93,0.11,0,0,0,0,561,61.71,1.0,0.01620482903905364,0
16769,97.55,25.73,1.01,0.72,0.63,0.52,0.01,-0.72,0.6,2.22,0.02,1,28,99,170,579,11.58,-873.0355240829172,0.08635578583765112,0
16770,26.74,0.0,1.04,0.84,0.52,0.53,0.05,0.95,0.34,7.74,0.13,0,91,0,0,502,65.26,1.0,0.015323322096230461,0
16771,-26.78,-0.17,0.96,0.93,0.65,-1.07,-0.06,-1.98,-0.03,-26.63,-0.05,1,86,235,157,442,-22.1,-83076.99779411763,-0.04524886877828054,0
16773,41.89,0.0,1.02,0.73,0.69,0.31,0.02,-0.54,1.51,1.13,0.04,1,11,0,0,501,20.04,1.0,0.0499001996007984,0
16774,1.37,0.45,1.73,0.76,0.42,0.79,0.01,0.0,0.91,25.51,0.15,0,51,8,0,501,75.14999999999999,-51.16324292278048,0.013306719893546242,0
16775,24.88,0.0,1.04,1.0,0.69,1.01,0.02,-0.64,1.78,0.89,0.03,1,158,0,0,557,16.71,1.0,0.059844404548174746,0
16776,13.57,0.0,1.07,0.35,0.35,0.11,0.06,0.79,0.03,43.59,0.05,0,0,163,26,575,28.75,-1.0,0.034782608695652174,0
16778,48.61,0.0,1.02,0.34,0.34,0.06,0.02,0.24,0.47,19.32,0.25,0,2,0,0,555,138.75,1.0,0.007207207207207207,0
16779,-19.45,0.0,0.95,2.81,1.41,3.44,-0.11,-1.76,-0.24,-3.72,-0.14,1,201,0,0,438,-61.32000000000001,-1.0,-0.016307893020221786,0
16780,3.84,0.0,1.26,0.91,0.76,0.79,-0.09,-0.48,-0.04,-15.25,-0.16,1,123,800,581,491,-78.56,-1.0,-0.012729124236252545,0
16781,2.16,0.03,1.46,1.6,1.6,13.7,0.22,0.46,0.17,6.18,0.13,0,0,3,133,571,74.23,-28594.921765601222,0.013471642193183348,0
16782,6.07,0.0,1.16,1.5,1.5,10.37,0.03,0.09,0.16,10.87,0.06,0,0,0,4,570,34.199999999999996,-1.0,0.02923976608187135,0
