X1,V1,V2,V3,V4,V5,V6,V8,V9,V12,V13,V15,V19,V20,V21,V22,V23,V25,V26,V27,status
5720,8.59,0.0,1.12,1.44,0.95,10.76,0.06,0.28,0.24,5.24,0.05,0,62,0,0,3128,156.4,1.0,0.00639386189258312,0
5721,21.09,4.0,1.05,1.36,1.34,19.42,0.04,0.31,0.39,3.03,0.03,0,4,41,0,3128,93.84,-280.40362261904767,0.010656436487638534,0
5722,3.57,1.04,1.28,1.58,1.58,1.07,0.01,0.05,0.18,20.83,0.27,0,0,112,119,3126,844.0200000000001,-177.28798677884612,0.001184806047250065,0
5724,12.25,1.65,1.08,1.17,0.47,9.07,0.02,0.1,0.39,2.95,0.03,0,278,350,157,3125,93.75,-3085.536868686869,0.010666666666666666,0
5725,14.4,5.28,1.07,0.98,0.98,0.96,0.04,0.09,0.55,3.36,0.06,0,0,82,142,3124,187.44,-1000.8486604361369,0.005335040546308152,0
5726,24.16,0.0,1.04,2.3,2.3,9.39,-0.09,-2.1,-0.02,-37.86,-0.08,1,0,0,118,3123,-249.84,-1.0,-0.004002561639449248,0
5727,-5.01,-3.62,0.8,0.93,0.28,-3.29,-0.26,-1.19,-0.14,-7.21,-0.26,1,658,143,134,3123,-811.98,-115.40401882163768,-0.0012315574275228453,0
5728,3.24,1.2,1.31,1.41,1.36,4.15,0.06,0.1,0.34,3.81,0.05,0,7,74,170,3123,156.15,-1591.1436132315523,0.006404098623118796,0
5729,4.26,0.12,1.23,1.12,1.11,1.32,0.23,0.83,0.02,73.9,0.04,0,1,23,11,3121,124.84,-9781.383387533877,0.008010253123998718,0
5730,0.24,0.0,5.14,1.77,1.12,1.16,0.03,0.03,0.03,70.12,0.12,0,72,0,0,3121,374.52,1.0,0.0026700843746662395,0
5731,8.72,3.82,1.11,1.73,1.57,2.96,0.06,0.4,0.16,6.61,0.01,0,6,10,44,3118,31.18,-650.0731965473326,0.03207184092366902,0
5733,3.02,0.0,1.33,1.45,1.24,1.83,0.04,0.04,0.3,6.1,0.04,0,25,0,0,3117,124.68,1.0,0.008020532563362206,0
5735,-9.19,-1.71,0.89,0.68,0.5,0.1,-0.04,-1.08,-1.07,0.83,0.01,0,20,72,2,3116,31.16,-1073.7806268480188,0.03209242618741977,0
5736,4.73,0.0,1.21,0.45,0.32,0.81,0.14,0.4,0.15,9.81,0.13,0,10,0,0,3116,405.08000000000004,1.0,0.002468648168263059,0
5737,3.74,0.0,1.27,1.61,1.6,1.57,0.09,0.25,0.09,17.93,0.1,0,1,0,0,3114,311.40000000000003,1.0,0.003211303789338471,0
5738,10.36,5.17,1.1,0.86,0.39,0.83,0.02,0.0,0.73,5.17,0.12,0,146,50,114,3113,373.56,-257.7383646914015,0.0026769461398436665,0
5739,3.01,2.1,1.33,0.97,0.7,0.96,0.02,0.01,0.58,1.57,0.02,0,64,72,84,3113,62.26,-260.746768349445,0.0,0
5740,0.32,0.0,4.15,3.65,3.65,2.19,0.19,0.25,0.02,1.62,0.01,0,0,0,0,3112,31.12,1.0,0.0,0
5741,4.37,2.82,1.23,3.87,3.87,1.54,0.09,0.27,0.2,10.34,0.15,0,0,31,54,3110,466.5,-191.47983912817853,0.0021436227224008574,0
5742,5.5,0.76,1.18,1.43,1.17,1.9,0.05,0.22,0.09,18.52,0.09,0,51,126,187,3109,279.81,-2532.760370205174,0.0035738536864300774,0
5743,12.48,0.0,1.08,1.31,0.94,2.49,0.07,0.45,0.28,4.09,0.07,0,76,0,0,3109,217.63000000000002,1.0,0.004594954739695813,0
5744,7.04,2.41,1.14,1.63,1.48,8.07,0.04,0.21,0.13,11.15,0.04,0,19,69,89,3109,124.36,-854.4090500109191,0.008041170794467674,0
5745,6.2,2.91,1.16,1.26,0.86,1.84,0.07,0.08,0.58,2.94,0.14,0,91,120,169,3107,434.98,-725.3649613806032,0.0022989562738516714,0
5746,0.96,0.27,2.04,1.81,1.71,1.85,0.1,0.1,0.08,20.96,0.13,0,10,26,113,3106,403.78000000000003,-1254.8554829339143,0.0024765961662291344,0
5747,0.62,0.0,2.61,2.35,2.01,4.05,0.13,0.14,0.02,50.06,0.03,0,10,0,0,3102,93.06,1.0,0.01074575542660649,0
5748,9.14,0.0,1.11,1.17,1.11,10.9,0.1,0.57,0.0,533.19,0.05,0,5,0,0,3102,155.10000000000002,1.0,0.006447453255963893,0
5749,0.7,0.0,2.43,3.24,1.97,3.19,0.04,0.06,0.01,334.25,0.11,0,147,0,78,3101,341.11,-1.0,0.0,0
5750,0.18,0.0,6.42,10.06,10.06,3.1,0.19,0.16,0.01,219.96,0.55,0,0,0,120,3100,1705.0000000000002,-1.0,0.0005865102639296187,0
5751,4.78,2.43,1.21,0.56,0.55,0.57,0.02,0.0,1.0,2.57,0.07,0,5,30,218,3097,216.79000000000002,-308.59298711015884,0.004612758891092762,0
5752,27.79,5.86,1.04,0.99,0.61,0.98,0.03,0.42,0.34,8.32,0.07,0,78,102,115,3096,216.72000000000003,-1487.8832994224204,0.004614248800295311,0
5753,0.72,0.0,2.39,2.76,2.75,1.46,0.05,0.06,0.04,42.33,0.18,0,1,0,0,3095,557.1,1.0,0.001795009872554299,0
5755,2.94,0.0,1.34,1.83,1.83,23.47,-0.05,-0.16,-0.08,-10.51,-0.03,1,0,0,0,3090,-92.7,1.0,-0.010787486515641855,0
5756,19.66,0.0,1.05,1.19,1.02,12.02,0.01,0.24,0.01,213.25,0.01,0,20,95,52,3089,30.89,-1.0,0.03237293622531563,0
5757,2.56,0.76,1.39,0.79,0.35,0.78,0.01,0.0,0.57,7.51,0.03,0,46,70,28,3085,92.55,-883.3093297993183,0.010804970286331712,0
5758,2.07,0.41,1.48,1.2,0.68,1.34,0.13,0.29,0.02,60.35,0.07,0,43,62,11,3084,215.88000000000002,-1333.1227092946606,0.0046322030757828415,0
5759,2.59,0.47,1.39,1.72,1.49,2.78,0.07,0.14,0.02,84.49,0.08,0,32,38,0,3084,246.72,-347.56233583346085,0.004053177691309987,0
5760,4.26,0.0,1.23,1.23,1.18,3.33,0.09,0.3,0.05,24.3,0.09,0,11,0,208,3083,277.46999999999997,-1.0,0.0036039932244927384,0
5761,2.25,0.0,1.44,1.58,1.19,2.72,0.04,0.07,0.19,10.99,0.06,0,52,0,123,3081,184.85999999999999,-1.0,0.005409499080385157,0
5762,-10.86,-3.49,0.91,0.62,0.6,0.45,-0.13,-1.33,-0.28,-2.16,-0.11,1,9,234,97,3081,-338.91,-759.2840795994837,-0.002950635862028267,0
5763,9.93,0.0,1.1,1.32,1.32,2.93,0.07,0.16,0.13,14.38,0.06,0,0,0,0,3076,184.56,1.0,0.005418292154312961,0
5764,17.9,6.57,1.06,1.15,0.89,3.89,0.03,0.07,0.34,5.59,0.03,0,46,91,136,3076,92.28,-1113.5324631687772,0.010836584308625921,0
5765,8.97,0.93,1.11,1.18,0.99,86.6,0.02,0.11,0.26,4.8,0.03,0,65,131,271,3075,92.25,-4599.889313184152,0.01084010840108401,0
5766,0.26,0.0,4.8,3.81,3.78,1.82,0.16,0.15,0.0,217.4,0.26,0,2,0,0,3072,798.72,1.0,0.0,0
5767,11.2,0.0,1.09,0.77,0.77,0.37,0.07,0.14,0.44,4.58,0.09,0,0,0,0,3072,276.48,1.0,0.0036168981481481477,0
5768,0.68,0.0,2.48,0.84,0.57,0.94,0.03,0.03,0.13,16.56,0.03,0,11,0,7,3070,92.1,-1.0,0.010857763300760045,0
5770,9.78,0.0,1.1,1.36,0.86,1.6,0.01,0.01,0.6,2.33,0.05,0,223,0,0,3069,153.45000000000002,1.0,0.0,0
5771,0.45,0.32,3.22,2.47,2.47,1.05,0.02,0.01,0.36,4.3,0.37,0,0,13,45,3068,1135.16,-18.75059394409938,0.0008809330843229147,0
5772,0.32,0.0,4.1,2.51,2.51,1.47,0.07,0.06,0.02,73.75,0.3,0,0,22,398,3067,920.1,-1.0,0.0010868383871318334,0
5773,7.01,3.46,1.14,1.4,0.96,2.22,0.03,0.01,0.65,2.13,0.04,0,75,76,142,3065,122.60000000000001,-617.9088317614846,0.008156606851549755,0
5774,5.21,1.27,1.19,1.21,0.8,14.44,0.1,0.4,0.04,26.95,0.06,0,64,106,100,3064,183.84,-1949.1732521670083,0.005439512619669277,0
5775,13.65,0.0,1.07,0.82,0.82,0.3,0.05,0.47,0.09,18.71,0.03,0,0,0,77,3061,91.83,-1.0,0.010889687465969727,0
5776,2.27,0.0,1.44,1.39,0.28,4.53,0.06,0.12,0.02,59.44,0.01,0,44,0,0,3060,30.6,1.0,0.032679738562091505,0
5777,17.77,3.7,1.06,1.17,1.1,1.68,0.04,0.02,0.81,1.8,0.05,0,13,106,193,3058,152.9,-1632.5650188679247,0.006540222367560497,0
5778,3.3,2.13,1.3,2.4,2.34,3.46,0.17,0.45,0.02,53.51,0.15,0,5,37,101,3058,458.7,-400.2307692307692,0.0021800741225201656,0
5779,-17.11,-2.82,0.94,0.75,0.17,0.79,-0.1,-2.24,-0.21,-2.58,-0.08,1,157,128,18,3057,-244.56,-537.5834314169307,-0.004088976120379457,0
5780,19.06,0.28,1.05,0.83,0.37,0.45,0.02,0.08,0.64,2.72,0.06,0,178,177,115,3057,183.42,-20026.293741496596,0.005451968160505943,0
5782,0.43,0.27,3.3,3.17,2.18,3.3,-0.01,0.0,-0.41,-2.13,-0.02,0,216,75,278,3054,-61.08,-611.8779012345678,-0.016371971185330715,0
5783,11.61,3.53,1.09,0.9,0.68,0.9,0.03,0.06,0.81,2.87,0.13,0,72,106,103,3053,396.89,-438.22183382280326,0.0025195898107788052,0
5784,1.48,0.28,1.68,1.01,1.01,1.01,0.09,0.16,0.02,54.77,0.8,0,0,9,324,3052,2441.6,-357.68176347462054,0.0,0
5785,3.32,0.0,1.3,1.12,0.98,1.11,0.01,0.0,0.88,13.66,0.1,1,26,0,166,3046,304.6,-1.0,0.0032829940906106366,0
5786,2.28,1.04,1.44,0.67,0.54,0.8,0.09,0.17,0.21,6.35,0.02,0,4,18,5,3045,60.9,-372.831047008547,0.016420361247947456,0
5787,1.96,0.54,1.51,1.85,1.8,1.54,0.05,0.09,0.06,28.29,0.08,0,6,58,90,3044,243.52,-780.20575913662,0.004106438896189225,0
5789,5.67,1.9,1.18,0.98,0.97,0.94,0.05,0.2,0.04,44.62,0.06,0,2,145,161,3043,182.57999999999998,-1404.3140570918822,0.005477051155657794,0
5790,66.83,0.0,1.01,0.96,0.48,0.35,0.01,-0.88,1.56,1.65,0.02,1,125,0,0,3043,60.86,1.0,0.01643115346697338,0
5791,15.52,0.0,1.06,1.03,1.03,1.85,0.03,0.5,0.08,13.32,0.01,0,0,0,0,3042,30.42,1.0,0.03287310979618672,0
5792,10.27,0.0,1.1,1.04,1.04,1.56,0.02,0.09,0.07,29.58,0.03,0,0,0,0,3041,91.22999999999999,1.0,0.010961306587745261,0
5793,5.66,0.57,1.18,1.22,1.21,2.18,0.18,0.77,0.01,117.87,0.11,0,1,92,120,3041,334.51,-4818.172346119537,0.0029894472512032528,0
5794,0.69,0.06,2.45,5.7,5.7,12.02,0.11,0.13,0.04,35.37,0.21,0,0,44,333,3041,638.61,-7367.652721088434,0.0015659009411064656,0
5795,2.26,0.89,1.44,1.99,1.7,1.82,0.09,0.2,0.09,19.7,0.21,0,42,85,130,3040,638.4,-615.1164169787763,0.0015664160401002508,0
5797,191.41,0.0,1.01,0.99,0.98,0.43,0.0,0.38,0.03,41.61,0.01,0,2,412,382,3039,30.39,-1.0,0.03290556103981573,0
5798,6.33,0.97,1.16,0.99,0.96,0.98,0.13,0.85,0.03,47.93,0.09,0,5,105,82,3038,273.42,-3003.460334162816,0.00365737692926633,0
5799,5.09,0.0,1.2,1.42,0.81,2.14,0.11,0.42,0.08,15.75,0.1,0,87,0,0,3038,303.8,1.0,0.0032916392363396972,0
5800,0.89,0.36,2.12,1.44,1.31,1.55,0.0,-0.01,1.22,16.66,0.06,1,20,76,170,3036,182.16,-1275.0189622641512,0.005489679402722881,0
5801,0.35,0.0,3.83,4.9,3.68,4.16,0.02,0.03,0.0,300.13,0.11,0,165,0,0,3034,333.74,1.0,0.002996344459759094,0
5802,1.73,0.77,1.58,1.36,1.0,1.7,0.04,0.07,0.07,23.4,0.06,0,61,71,147,3033,181.98,-847.1482163406215,0.005495109352676119,0
5803,8.75,0.0,1.11,0.99,0.9,0.97,0.09,0.54,0.13,9.15,0.07,0,18,0,0,3032,212.24,1.0,0.004711647191858273,0
5804,3.49,1.43,1.29,1.36,1.17,1.82,0.07,0.17,0.22,5.44,0.05,0,24,74,98,3029,151.45000000000002,-909.384305307096,0.006602839220864971,0
5805,12.85,7.98,1.08,0.66,0.63,0.47,0.04,-0.2,1.42,2.97,0.15,1,10,63,42,3026,453.9,-175.7090991367307,0.002203128442388191,0
5806,1.62,0.89,1.62,2.78,2.02,3.94,0.07,0.08,0.25,6.1,0.1,0,72,36,88,3026,302.6,-449.2124289083092,0.0033046926635822865,0
5808,1.82,0.18,1.55,1.82,1.48,3.05,0.08,0.16,0.03,46.33,0.09,0,39,91,104,3024,272.15999999999997,-4289.154301075268,0.003674309229864786,0
5809,33.3,19.67,1.03,0.79,0.73,0.86,0.03,-3.44,0.44,6.17,0.08,1,9,115,40,3024,241.92000000000002,-298.29243685865316,0.004133597883597883,0
5810,0.47,0.0,3.13,2.8,2.11,2.7,0.02,0.02,0.09,22.11,0.05,0,66,86,138,3022,151.1,-1.0,0.0,0
5811,9.96,0.8,1.1,0.93,0.48,0.6,0.04,0.26,0.12,14.47,0.03,0,64,109,0,3022,90.66,-3452.8732727272727,0.011030222810500773,0
5813,15.18,0.29,1.07,1.13,0.71,2.09,0.03,0.1,0.07,26.33,0.01,0,23,50,13,3018,30.18,-18710.9941733806,0.03313452617627568,0
5815,1.53,0.59,1.66,1.6,1.35,1.77,0.07,0.12,0.11,18.11,0.19,0,52,97,277,3015,572.85,-1134.5383826832756,0.0017456576765296325,0
5816,16.58,4.74,1.06,1.08,0.92,1.66,0.05,0.26,0.42,3.61,0.04,0,20,94,0,3014,120.56,-1018.8777008199983,0.00829462508294625,0
5817,0.63,0.01,2.59,11.67,9.51,55.7,0.07,0.07,0.23,4.95,0.02,0,17,2,0,3013,60.26,-514.1359845559845,0.01659475605708596,0
5818,23.9,16.3,1.04,1.01,0.98,1.09,0.01,0.0,1.0,2.5,0.01,1,4,30,80,3012,30.12,-420.2888508730533,0.033200531208499334,0
5819,12.88,5.64,1.08,0.74,0.4,0.69,0.02,0.02,0.63,7.63,0.04,0,29,35,5,3012,120.48,-335.63385868137647,0.008300132802124834,0
5820,6.02,4.36,1.17,1.27,1.13,1.21,0.05,0.08,0.54,2.82,0.08,0,19,52,132,3012,240.96,-294.5091743119266,0.004150066401062417,0
5822,0.54,0.0,2.86,1.97,1.72,1.32,0.01,0.0,0.31,19.11,0.19,0,35,73,171,3007,571.33,-1.0,0.0017503019270824216,0
5823,1.58,0.59,1.63,1.55,0.74,2.6,0.03,0.04,0.23,5.78,0.05,0,191,113,140,3006,150.3,-891.9763148591038,0.00665335994677312,0
5824,12.57,1.62,1.08,1.12,0.79,3.62,0.02,0.01,0.78,1.41,0.01,0,77,115,175,3005,30.05,-3052.102103337906,0.033277870216306155,0
5825,6.74,0.0,1.15,1.08,0.65,2.11,0.01,0.0,0.92,1.1,0.03,0,220,0,0,3005,90.14999999999999,1.0,0.011092623405435386,0
5826,9.0,0.0,1.11,1.14,0.63,2.37,0.01,0.04,0.65,4.42,0.03,0,112,0,0,3002,90.06,1.0,0.01110370863868532,0
5827,14.63,4.71,1.07,1.14,0.32,4.58,0.04,0.04,0.82,1.47,0.05,0,249,146,80,3001,150.05,-738.9392094767545,0.0066644451849383534,0
5828,5.47,1.06,1.18,1.28,0.99,6.0,0.11,0.47,0.04,26.05,0.08,0,47,107,0,3000,240.0,-1150.3056421033393,0.004166666666666667,0
5829,13.49,5.08,1.07,0.96,0.96,0.85,0.03,0.1,0.47,2.19,0.02,0,0,119,100,2999,59.980000000000004,-946.9352020016189,0.01667222407469156,0
5830,29.67,3.68,1.03,1.03,0.85,1.05,0.03,0.25,0.39,9.82,0.05,0,19,43,29,2999,149.95000000000002,-1275.8053260869565,0.006668889629876625,0
5831,6.1,0.0,1.16,1.05,0.57,1.06,0.01,-0.14,3.44,1.09,0.04,1,128,0,0,2997,119.88,1.0,0.008341675008341676,0
5832,14.0,2.67,1.07,1.07,1.07,12.1,0.03,0.14,0.18,11.21,0.02,0,0,91,145,2997,59.94,-2990.786516853932,0.016683350016683352,0
5833,0.35,0.07,3.82,2.29,2.26,1.81,0.16,0.16,0.0,262.46,0.16,0,2,59,77,2997,479.52,-3261.7643829468957,0.002085418752085419,0
5834,10.1,6.64,1.1,1.05,0.9,1.71,0.07,0.17,0.52,2.12,0.02,0,13,21,63,2996,59.92,-548.8573110624314,0.016688918558077435,0
5836,9.02,1.52,1.11,1.34,1.01,20.54,0.06,0.33,0.21,5.36,0.03,0,44,107,67,2995,89.85,-2354.916173541963,0.011129660545353368,0
5837,10.83,6.34,1.09,0.83,0.67,0.6,0.03,0.19,0.5,5.81,0.09,0,47,85,0,2995,269.55,-152.42513168176427,0.003709886848451122,0
5838,1.2,0.03,1.83,0.91,0.69,0.91,0.05,0.08,0.03,43.1,0.06,0,35,40,54,2995,179.7,-7546.200364298727,0.005564830272676684,0
5839,12.43,0.0,1.08,1.03,1.0,1.6,0.0,-0.05,0.48,11.97,0.01,1,2,62,36,2994,29.94,-1.0,0.0334001336005344,0
5840,1.19,0.12,1.84,1.32,1.31,1.55,0.02,0.02,0.02,159.81,0.09,0,2,25,203,2993,269.37,-3315.7076086956517,0.0037123658907821954,0
5841,3.89,1.63,1.26,1.13,1.13,1.82,0.04,0.03,0.14,12.76,0.02,0,0,24,82,2992,59.84,-935.4095238095241,0.01671122994652406,0
5842,0.66,0.15,2.52,2.07,1.63,1.15,0.03,0.03,0.13,26.52,0.15,0,28,11,18,2992,448.8,-186.67885714285717,0.0022281639928698753,0
5843,3.23,0.0,1.31,1.47,1.08,9.74,0.06,0.12,0.26,4.51,0.05,0,65,0,107,2991,149.55,-1.0,0.006686726847208291,0
5844,14.42,5.08,1.07,1.25,1.22,4.37,0.02,0.02,0.95,1.32,0.02,0,6,40,165,2990,59.800000000000004,-811.6194845095299,0.016722408026755852,0
5845,12.57,0.0,1.08,0.99,0.81,0.98,0.04,0.24,0.32,10.0,0.07,0,26,0,0,2989,209.23000000000002,1.0,0.004779429336137265,0
5846,0.59,0.03,2.7,3.86,3.82,6.95,0.04,0.03,0.13,12.66,0.05,0,3,23,195,2988,149.4,-14713.34962962963,0.006693440428380187,0
5847,0.82,0.0,2.22,2.33,2.09,9.58,0.09,0.09,0.03,38.2,0.09,0,28,90,156,2986,268.74,-1.0,0.0037210686909280345,0
5848,3.43,0.66,1.29,1.34,1.33,6.04,0.04,0.07,0.26,5.41,0.06,0,2,214,308,2985,179.1,-3181.4195372327927,0.005583472920156337,0
5849,54.19,30.19,1.02,0.88,0.51,0.76,0.04,0.01,0.71,1.73,0.08,0,157,183,207,2984,238.72,-433.32514402249797,0.0041890080428954425,0
5850,9.1,2.05,1.11,0.95,0.95,0.92,0.04,0.18,0.15,10.34,0.03,0,0,107,40,2984,89.52,-1437.028710173588,0.011170688114387846,0
5851,2.2,0.17,1.45,1.7,0.8,5.04,0.21,0.46,0.03,36.27,0.07,0,52,18,0,2984,208.88000000000002,-1096.0486815415823,0.004787437763309077,0
5852,12.07,2.45,1.08,0.82,0.32,0.59,0.04,0.28,0.44,7.55,0.14,0,147,151,38,2983,417.62000000000006,-984.0415842781556,0.002394521335185096,0
5854,11.88,2.91,1.08,1.0,0.78,1.0,0.05,0.44,0.04,46.56,0.06,0,41,117,131,2981,178.85999999999999,-1774.1384446989946,0.005590965000559097,0
5855,2.27,0.42,1.44,1.02,0.88,1.02,0.22,0.53,0.02,56.93,0.22,0,20,96,80,2980,655.6,-1817.6176360544223,0.0015253203172666259,0
5856,3.36,0.31,1.3,1.35,1.13,10.39,0.07,0.18,0.06,18.31,0.07,0,45,169,215,2979,208.53000000000003,-6574.33905707196,0.004795473073418692,0
5857,2.54,1.3,1.39,1.79,1.7,5.49,0.09,0.19,0.18,5.96,0.06,0,10,16,180,2979,178.73999999999998,-807.7523807415607,0.005594718585655142,0
5858,9.91,0.0,1.1,1.5,0.77,12.14,0.06,0.28,0.32,3.68,0.04,0,97,0,92,2978,119.12,-1.0,0.0083948959032908,0
5859,14.66,5.63,1.07,0.8,0.8,0.72,0.03,-0.03,0.87,3.03,0.07,1,0,55,183,2978,208.46,-646.6838345976992,0.0047970833733090275,0
5860,2.62,0.0,1.38,1.14,1.04,1.14,0.37,0.93,0.07,16.7,0.3,0,9,14,0,2974,892.1999999999999,-1.0,0.0011208249271463797,0
5861,6.36,0.6,1.16,1.1,1.08,2.66,0.04,0.15,0.07,27.16,0.05,0,4,88,158,2973,148.65,-5208.815816091955,0.006727211570803902,0
5862,3.82,0.0,1.26,2.03,1.76,8.62,0.16,0.7,0.01,84.51,0.07,0,20,50,12,2972,208.04000000000002,-1.0,0.0,0
5863,1.07,0.54,1.94,1.0,1.0,1.0,0.04,0.03,0.45,3.31,0.04,0,0,14,83,2972,118.88,-496.2807216494845,0.008411843876177659,0
5864,3.27,0.0,1.31,1.15,1.11,1.5,0.12,0.35,0.01,94.87,0.1,0,8,0,158,2971,297.1,-1.0,0.0033658700774150114,0
5865,-2.37,0.0,0.58,0.46,0.45,-1.16,-0.71,-1.0,-0.02,-38.12,-0.36,1,1,0,103,2971,-1069.56,1.0,-0.0009349639103930589,0
5866,13.13,0.0,1.08,0.87,0.74,0.79,0.09,0.44,0.34,4.35,0.09,0,24,0,0,2970,267.3,1.0,0.0037411148522259632,0
5867,0.8,0.13,2.25,1.17,1.0,1.11,0.07,0.07,0.08,20.53,0.1,0,21,58,67,2970,297.0,-1879.3384615384618,0.003367003367003367,0
5868,12.84,4.25,1.08,1.01,0.34,1.02,0.03,0.0,0.8,1.68,0.05,0,276,80,98,2970,148.5,-315.76306753812634,0.006734006734006734,0
5869,6.75,0.0,1.15,2.56,2.56,17.53,0.03,0.24,0.12,12.57,0.01,0,0,0,0,2969,29.69,1.0,0.03368137420006736,0
5870,4.45,0.0,1.22,0.3,0.3,0.29,-0.05,-0.12,-0.14,35.67,0.45,1,0,0,0,2968,1335.6000000000001,1.0,0.0007487271638215034,0
5871,4.22,0.48,1.24,1.14,0.96,1.33,0.13,0.46,0.08,17.85,0.16,0,34,148,88,2968,474.88,-3247.746016129032,0.0021057951482479783,0
5872,10.8,6.73,1.09,0.66,0.58,0.57,0.05,0.35,0.27,7.91,0.11,0,19,84,123,2964,326.04,-343.73329061984543,0.0030671083302662248,0
5873,23.6,9.55,1.04,1.08,0.81,1.22,0.05,0.48,0.46,4.5,0.14,0,86,98,194,2962,414.68000000000006,-572.4438824003222,0.002411498022571621,0
5875,4.77,0.0,1.21,1.4,0.79,4.17,0.12,0.28,0.33,3.32,0.13,0,139,0,170,2962,385.06,-1.0,0.0025969978704617463,0
5876,2.09,0.11,1.48,1.67,1.51,5.06,0.19,0.38,0.05,19.69,0.14,0,22,106,110,2960,414.40000000000003,-8584.34646191646,0.002413127413127413,0
5877,0.69,0.01,2.45,4.25,4.15,3.99,0.15,0.15,0.07,18.25,0.15,0,5,44,152,2960,444.0,-43714.43673469387,0.0022522522522522522,0
5878,7.86,0.0,1.13,1.28,0.84,3.52,0.04,0.25,0.0,695.16,0.05,0,83,0,0,2957,147.85,1.0,0.006763611768684478,0
5879,24.19,0.0,1.04,1.02,0.78,1.95,0.02,0.29,0.05,25.24,0.01,0,25,0,0,2956,29.560000000000002,1.0,0.03382949932341001,0
5880,34.46,24.92,1.03,0.87,0.4,0.92,0.01,-0.5,1.86,1.23,0.01,1,39,39,5,2956,29.560000000000002,-110.86990166591345,0.03382949932341001,0
5881,0.47,0.12,3.12,4.62,4.19,10.27,0.31,0.32,0.01,85.57,0.12,0,12,15,103,2955,354.59999999999997,-3826.890576923078,0.002820078962210942,0
5882,1.57,0.07,1.64,8.41,7.58,40.11,0.15,0.25,0.01,101.07,0.16,0,35,19,110,2954,472.64,-4453.1473519163765,0.0,0
5883,5.36,2.45,1.19,1.52,0.58,2.61,0.03,0.04,0.68,1.84,0.04,0,187,74,82,2954,118.16,-401.64747041673814,0.008463100880162491,0
5884,4.26,0.42,1.23,1.24,1.24,3.77,0.04,0.04,0.05,31.28,0.04,0,0,37,69,2951,118.04,-4182.3496089818045,0.008471704506946797,0
5886,116.11,0.0,1.01,1.03,0.16,1.38,0.02,0.22,0.69,2.04,0.04,0,312,0,0,2950,118.0,1.0,0.00847457627118644,0
5888,1.63,0.0,1.61,1.75,1.71,2.56,0.08,0.05,0.26,5.61,0.04,0,2,22,2,2946,117.84,-1.0,0.008486082824168364,0
5889,5.15,0.91,1.19,1.19,0.66,2.39,0.02,0.04,0.54,4.04,0.02,0,83,117,88,2945,58.9,-2417.760989010989,0.01697792869269949,0
5890,0.54,0.46,2.85,1.34,1.32,1.03,0.02,0.01,0.36,6.54,0.27,0,4,74,22,2945,795.1500000000001,-45.15128557178901,0.0012576243476073695,0
5893,1.27,0.05,1.78,1.89,1.58,6.24,0.17,0.26,0.01,102.28,0.14,0,38,105,106,2938,411.32000000000005,-13554.54238202247,0.0024311971214626077,0
5894,11.35,0.0,1.09,0.17,0.17,0.3,0.04,0.04,0.63,3.53,0.1,0,1,0,0,2937,293.7,1.0,0.0034048348655090228,0
5895,7.01,3.62,1.14,0.62,0.11,0.8,0.04,0.12,0.34,6.12,0.17,0,146,151,3,2937,499.29,-176.203162074731,0.0020028440385347194,0
5896,1.3,0.44,1.77,1.34,0.97,1.28,0.06,0.09,0.05,35.24,0.11,0,48,67,75,2937,323.07,-790.2744478685156,0.003095304423190021,0
5897,1.84,0.61,1.54,1.43,1.26,1.91,0.04,0.08,0.04,45.68,0.06,0,26,90,132,2936,176.16,-1215.293864168618,0.005676657584014532,0
5898,6.12,0.01,1.16,1.32,0.69,6.5,0.08,0.26,0.12,10.83,0.05,0,85,104,38,2934,146.70000000000002,-195331.55310344824,0.006816632583503748,0
5899,3.18,0.16,1.31,1.23,1.23,2.06,0.03,0.1,0.01,177.54,0.03,0,0,148,50,2934,88.02,-8458.780419847328,0.011361054305839582,0
5900,6.72,1.63,1.15,1.18,1.14,3.68,0.08,0.29,0.3,4.46,0.05,0,4,42,56,2933,146.65,-1058.0374286476394,0.006818956699624957,0
5901,2.21,0.0,1.45,1.5,0.99,3.5,0.02,0.06,0.11,12.3,0.02,0,54,0,49,2933,58.660000000000004,-1.0,0.017047391749062394,0
5902,1.1,0.0,1.91,1.89,1.8,13.63,0.15,0.2,0.02,62.63,0.02,0,2,0,0,2932,58.64,1.0,0.017053206002728513,0
5903,9.78,0.0,1.1,1.35,0.98,1.37,0.04,0.22,0.41,7.24,0.11,0,63,0,108,2931,322.41,-1.0,0.003101640767966254,0
5904,35.84,0.0,1.03,1.23,1.22,3.34,0.06,1.13,0.14,8.85,0.04,0,1,0,0,2927,117.08,1.0,0.008541168431841476,0
5905,0.75,0.0,2.33,0.8,0.78,0.95,0.03,0.02,0.43,4.41,0.27,0,4,0,0,2927,790.2900000000001,1.0,0.001265358286198737,0
5906,10.72,6.89,1.09,0.98,0.73,0.95,0.04,0.3,0.5,3.47,0.08,0,54,93,62,2927,234.16,-281.7141046248195,0.004270584215920738,0
5907,0.46,0.0,3.17,5.82,4.3,2.52,0.03,0.03,0.07,23.23,0.06,0,76,0,0,2927,175.62,1.0,0.005694112287894317,0
5908,4.38,0.0,1.23,0.25,0.22,0.47,0.04,0.06,0.3,13.43,0.1,0,4,0,0,2927,292.7,1.0,0.0034164673727365906,0
